animal_id,farm_id,species,breed,age_years,weight_kg,sex,physiological_stage,health_status,latitude,longitude,elevation_m,climate_zone,date,temperature_c,humidity_percent,wind_speed_m_s,solar_radiation_w_m2,thi,hli,risk_level
197,FARM_002,goat,Toggenburg,6.935109458880154,69.73411291574496,female,pregnant,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-05-08,23.64,75,1.66,400.21,72.31,25.58,Low
193,FARM_002,cattle,Hereford,7.638240714300023,495.5108583073209,male,lactating,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-11-09,5.99,61,8.46,239.8,46.07,3.0,Low
867,FARM_009,goat,Alpine,5.3441751326375275,77.15231842751541,male,lactating,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-12-06,8.13,62,3.37,160.52,48.99,7.37,Low
432,FARM_005,cattle,Angus,4.869379696511333,669.186648957773,male,lactating,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-02-16,7.69,28,4.04,628.09,50.67,7.2,Moderate
969,FARM_010,cattle,Simmental,1.1750324533127305,475.51761110937775,female,lactating,minor_illness,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-07-23,23.05,23,3.9,275.48,66.93,20.63,Low
280,FARM_003,goat,Alpine,4.403873317773421,50.26251134805455,female,growing,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-02-01,11.58,55,1.11,446.73,54.11,13.0,Low
547,FARM_006,sheep,Rambouillet,7.730593372881593,85.72053818132991,male,growing,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-02-15,19.31,74,3.18,352.33,65.5,20.18,Low
171,FARM_002,sheep,Rambouillet,2.845786618442315,63.32491966854411,male,growing,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-04-07,24.21,15,6.76,327.13,67.34,20.21,Low
193,FARM_002,cattle,Hereford,7.638240714300023,495.5108583073209,male,lactating,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-10-23,10.28,94,1.89,101.12,50.73,11.55,Low
219,FARM_003,goat,Boer,2.5150524981302933,40.041179193825336,female,dry,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-01-05,9.31,51,0.04,280.86,51.22,10.26,Low
551,FARM_006,sheep,Rambouillet,3.147436196654988,67.64792517261783,male,dry,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-05-20,26.84,68,0.48,184.98,76.41,27.93,Moderate
191,FARM_002,goat,Boer,6.987604663200025,54.028472618068406,female,lactating,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-07-17,40.78,73,2.24,605.46,98.29,43.32,Critical
198,FARM_002,cattle,Simmental,8.475782659755621,448.13550481399835,male,dry,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-09-05,27.13,36,0.39,182.44,72.79,26.64,Moderate
502,FARM_006,cattle,Simmental,5.745386628237309,762.5683855657747,male,growing,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-05-09,35.03,95,4.5,353.06,94.04,36.29,Critical
40,FARM_001,goat,Boer,6.881989502296274,43.01385024024513,male,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-12-24,5.53,65,2.53,492.6,45.0,7.01,Low
201,FARM_003,goat,Saanen,3.9471180452117594,79.85343103226897,male,growing,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-02-12,11.67,68,0.86,100.46,53.88,12.15,Low
505,FARM_006,cattle,Angus,1.4010744110381124,566.2568746743623,female,pregnant,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-09-05,23.85,49,1.95,202.59,70.2,23.35,Low
354,FARM_004,goat,Nubian,4.103614338649656,57.60795991821962,female,dry,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-08-16,28.17,44,3.78,416.22,75.15,27.58,Moderate
7,FARM_001,cattle,Hereford,3.641393572462343,405.6319290860338,male,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-09-14,23.35,71,3.81,296.96,71.51,23.5,Low
869,FARM_009,goat,Nubian,6.5070452985613185,44.32115829966317,female,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-02-14,4.22,66,1.58,335.6,43.02,5.41,Low
697,FARM_007,cattle,Simmental,6.525732756927094,501.14324730004444,male,dry,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-04-14,33.9,61,4.41,554.77,85.45,34.51,Critical
203,FARM_003,cattle,Angus,3.4566343737068346,590.6707313321474,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-10-06,18.23,53,6.07,382.53,63.03,16.74,Moderate
908,FARM_010,sheep,Suffolk,5.083950633129046,73.21019744760633,female,growing,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-08-10,28.07,47,1.82,399.53,75.42,28.52,Moderate
822,FARM_009,cattle,Simmental,6.106518497404661,718.4974437825549,female,growing,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-04-30,31.61,55,1.2,231.45,81.21,31.9,High
35,FARM_001,cattle,Hereford,5.57932669154884,654.5330472743582,female,dry,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-08-08,44.39,75,3.16,288.69,104.5,45.01,Critical
61,FARM_001,sheep,Dorper,5.503017529096472,72.91264452457582,male,pregnant,minor_illness,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-09-20,21.38,36,5.21,124.38,66.07,18.18,Low
211,FARM_003,goat,Saanen,1.7732192048406712,53.40475417036568,female,pregnant,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-04-14,26.27,85,3.14,138.51,77.52,26.64,High
938,FARM_010,cattle,Hereford,9.321776120157729,422.4897179403889,female,dry,minor_illness,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-05-01,37.99,64,1.52,350.21,92.01,39.19,Critical
452,FARM_005,cattle,Holstein,7.12680303664437,586.7128308924752,female,growing,minor_illness,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-03-18,14.9,52,2.08,227.51,58.61,14.59,Low
324,FARM_004,goat,Saanen,3.318093459089893,58.004977296790386,male,pregnant,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-04-05,20.42,63,3.45,158.99,66.58,19.65,Low
83,FARM_001,cattle,Simmental,9.936683165073703,429.5186258941595,male,pregnant,minor_illness,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-03-15,14.58,93,0.3,500.73,58.23,18.6,Moderate
845,FARM_009,goat,Saanen,2.9016557306036885,72.35305293966736,female,lactating,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-09-01,31.52,49,3.2,393.14,80.09,31.33,Moderate
418,FARM_005,sheep,Dorper,6.907472288282068,64.24540107654803,male,lactating,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-09-23,22.1,85,5.04,359.74,70.63,22.61,Low
220,FARM_003,cattle,Angus,5.062483218967079,465.44952847666764,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-08-04,29.66,100,0.78,409.68,85.38,33.31,Critical
541,FARM_006,cattle,Holstein,1.2777211387726521,420.7581198073643,male,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-11-27,4.49,70,0.98,403.9,43.06,6.51,Low
599,FARM_006,cattle,Holstein,5.1854972347057995,749.6682728628105,male,pregnant,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-10-09,18.38,51,3.82,522.96,63.19,18.65,Low
748,FARM_008,cattle,Holstein,8.64501765603162,417.99872849416977,male,growing,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-03-16,11.5,61,2.8,154.93,53.84,10.93,Low
84,FARM_001,sheep,Merino,2.5176637461054385,64.72469734197149,male,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-01-08,4.73,81,3.66,257.89,42.37,5.22,Low
188,FARM_002,sheep,Texel,5.00699431603426,90.19884897004488,female,lactating,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-07-31,27.59,78,5.62,691.99,78.77,29.13,Moderate
97,FARM_001,goat,Boer,2.8466634386262966,72.6554294085225,female,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-08-20,24.3,55,4.91,625.2,71.34,24.72,Low
146,FARM_002,sheep,Rambouillet,7.893888392736342,91.94490432229671,female,pregnant,minor_illness,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-07-31,27.95,77,2.37,90.1,79.23,28.06,Moderate
850,FARM_009,goat,Nubian,2.736645369809249,71.32861818626715,male,lactating,recovering,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-06-21,35.29,35,6.13,0.0,82.19,31.0,Moderate
827,FARM_009,sheep,Merino,2.3740601161774695,51.12822558526736,female,dry,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-12-02,5.71,73,4.74,263.01,44.62,5.3,Low
876,FARM_009,goat,Boer,3.568931038180719,42.45700517039331,female,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-09-07,23.86,83,1.01,216.91,73.38,25.6,Low
293,FARM_003,cattle,Jersey,7.1211873799310625,492.33167566160483,female,pregnant,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-11-29,6.06,43,3.62,128.64,47.64,4.03,Low
729,FARM_008,cattle,Simmental,1.8092462037373207,477.29976609366724,female,lactating,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-01-07,9.02,79,3.14,92.52,49.35,8.87,Low
303,FARM_004,goat,Alpine,1.6981983873128565,72.69798833964767,male,dry,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-09-19,14.17,73,1.99,342.91,57.59,15.55,Low
597,FARM_006,cattle,Simmental,7.988403723859163,644.5346408866587,male,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-02-20,3.66,55,0.89,472.03,43.37,5.33,Low
66,FARM_001,cattle,Holstein,5.931746949232786,569.3883769232474,female,growing,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-01-19,6.61,71,3.04,277.9,46.12,7.04,Low
977,FARM_010,cattle,Holstein,9.1863585199985,402.47352905635864,female,pregnant,minor_illness,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-06-22,36.07,79,4.98,393.14,92.34,36.47,Critical
817,FARM_009,sheep,Texel,5.728192317354979,69.80004831928076,female,growing,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-05-03,27.32,51,6.41,340.22,74.99,25.39,Low
961,FARM_010,goat,Alpine,1.4993383972484338,74.51838493252075,male,growing,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-11-25,5.14,41,2.38,307.94,46.69,4.53,Low
543,FARM_006,cattle,Holstein,4.424659388829051,465.2141347726364,female,growing,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-08-21,23.53,10,3.4,368.22,66.28,21.19,Low
991,FARM_010,cattle,Hereford,8.395771752868512,455.58759675464984,male,lactating,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-05-31,37.43,70,5.34,242.79,92.6,36.49,Critical
272,FARM_003,cattle,Angus,5.881272984817645,780.5914238663964,female,dry,minor_illness,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-08-14,26.31,60,6.18,8.54,74.69,23.28,High
893,FARM_009,sheep,Dorper,2.662383136185688,64.99487964972681,female,growing,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-05-07,34.19,94,1.8,268.74,92.46,36.36,Critical
524,FARM_006,goat,Nubian,5.552657522543951,51.299842638914086,female,pregnant,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-04-07,23.49,56,2.48,450.84,70.32,24.29,Low
228,FARM_003,cattle,Holstein,2.4474292217037106,660.6077867209059,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-11-27,13.43,48,2.54,441.62,56.7,13.78,Low
12,FARM_001,cattle,Jersey,1.2287721406968566,443.15657079732176,male,growing,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-07-21,30.24,82,2.26,594.73,83.64,33.19,High
156,FARM_002,cattle,Jersey,5.473107539391241,706.1425124264963,female,lactating,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-09-24,17.84,100,1.53,463.61,64.12,21.4,Low
240,FARM_003,goat,Saanen,2.974104626887973,58.8073037078666,male,growing,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-03-05,10.35,40,2.61,183.26,53.08,8.95,Low
974,FARM_010,cattle,Angus,4.644717286385696,799.5171743262617,male,dry,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-01-16,2.26,84,4.15,185.31,38.04,2.3,Low
248,FARM_003,sheep,Suffolk,2.6628032744671435,98.56975470208198,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-12-26,5.72,51,6.3,317.69,46.53,3.71,Moderate
998,FARM_010,sheep,Merino,2.8979957736641166,88.01641107020689,female,dry,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-06-25,38.38,90,2.65,244.27,98.67,39.76,Critical
279,FARM_003,cattle,Angus,2.1090038875494943,743.7663173122357,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-09-20,22.23,44,2.94,371.48,67.69,21.81,Low
334,FARM_004,cattle,Holstein,4.383936009471803,620.0367761832624,female,lactating,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-11-11,11.96,64,3.65,356.6,54.4,12.13,Low
222,FARM_003,cattle,Simmental,9.185720598530365,742.9440368369994,female,dry,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-01-31,8.68,90,5.52,208.18,48.22,8.44,Low
816,FARM_009,sheep,Dorper,4.217512181700162,83.78806464476119,female,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-03-11,13.3,45,0.28,363.57,56.56,14.21,Low
249,FARM_003,cattle,Holstein,3.2250796696285935,748.2999605090046,male,dry,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-08-22,33.95,100,6.56,80.25,93.12,33.08,Critical
420,FARM_005,cattle,Holstein,2.0245455412894127,538.0892571206768,male,pregnant,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-05-26,27.88,25,9.26,392.22,72.2,23.46,Moderate
788,FARM_008,sheep,Suffolk,4.289407604235167,75.12454384134661,female,dry,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-10-08,17.58,46,0.26,276.82,61.98,18.15,Low
766,FARM_008,goat,Nubian,1.769955173132587,63.1397003291732,female,growing,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-12-29,16.67,81,2.17,438.26,61.6,18.85,Low
430,FARM_005,sheep,Texel,3.0652849535790936,74.30002468988015,male,pregnant,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-03-29,19.47,50,3.56,361.27,64.56,19.0,Low
831,FARM_009,cattle,Angus,1.7900941335234397,468.73178414306335,female,lactating,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-05-21,29.83,36,3.49,109.41,76.01,27.45,Moderate
471,FARM_005,goat,Alpine,5.3187487201281165,74.67733873407535,female,dry,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-09-26,18.63,100,6.15,79.09,65.54,17.95,Low
387,FARM_004,sheep,Suffolk,3.992427815444306,58.111670289123964,male,lactating,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-01-22,9.18,40,5.42,436.53,51.64,7.66,Low
276,FARM_003,cattle,Hereford,9.34331090316676,424.10695611582435,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-04-26,26.65,66,3.59,381.54,75.86,27.06,Moderate
962,FARM_010,goat,Toggenburg,3.5029856738542122,75.109976194505,male,dry,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-02-23,14.73,56,3.37,130.74,58.39,13.52,Low
989,FARM_010,goat,Boer,6.748828718826977,49.90526572285755,female,dry,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-10-19,14.47,77,4.88,482.24,58.03,15.3,Low
105,FARM_002,cattle,Angus,8.868858443689753,606.0944219456844,female,dry,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-06-04,33.77,69,3.54,691.11,86.82,35.9,Critical
160,FARM_002,goat,Alpine,4.340329508700196,68.83252385242027,male,growing,recovering,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-11-04,1.62,43,6.14,262.31,42.17,-1.0,Low
152,FARM_002,cattle,Holstein,2.6023237018277627,784.428126987782,male,growing,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-01-14,10.16,54,2.71,336.1,52.22,10.2,Low
40,FARM_001,goat,Boer,6.881989502296274,43.01385024024513,male,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-04-12,29.06,58,3.1,454.57,78.19,29.67,Moderate
420,FARM_005,cattle,Holstein,2.0245455412894127,538.0892571206768,male,pregnant,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-10-30,24.47,75,5.95,478.86,73.57,24.64,Moderate
279,FARM_003,cattle,Angus,2.1090038875494943,743.7663173122357,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-06-25,32.51,43,6.47,284.86,80.39,29.87,High
659,FARM_007,sheep,Rambouillet,5.036298049908025,77.93829723121988,female,lactating,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-06-25,35.25,100,4.38,345.09,95.46,36.79,Critical
56,FARM_001,sheep,Texel,1.3220184941522692,52.03644011594851,female,dry,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-07-11,38.75,100,5.18,336.88,101.75,39.84,Critical
828,FARM_009,cattle,Jersey,6.642715910758449,723.3579529216092,male,growing,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-02-07,13.45,68,2.24,0.0,56.53,12.71,Low
309,FARM_004,cattle,Hereford,4.955605197696191,442.2658737046976,female,growing,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-09-08,25.24,98,4.63,479.42,77.21,27.22,Moderate
869,FARM_009,goat,Nubian,6.5070452985613185,44.32115829966317,female,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-02-21,19.23,90,5.01,581.77,66.12,21.11,Low
502,FARM_006,cattle,Simmental,5.745386628237309,762.5683855657747,male,growing,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-01-17,0.89,58,0.16,377.92,39.23,2.6,Low
618,FARM_007,sheep,Rambouillet,6.234870020884503,57.5304051609137,female,lactating,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-02-15,8.69,43,4.1,80.19,50.92,6.17,Low
492,FARM_005,sheep,Texel,3.7835330571442527,88.11545160109694,male,growing,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-04-30,23.7,39,5.01,329.4,69.03,21.77,Low
332,FARM_004,cattle,Hereford,3.6353983303086825,791.9881317435402,female,lactating,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-02-23,15.47,35,1.65,309.87,59.18,14.94,Low
620,FARM_007,sheep,Merino,7.28543430870366,94.4059094467018,female,pregnant,minor_illness,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-04-23,24.87,69,1.0,182.08,73.62,25.75,Low
475,FARM_005,goat,Alpine,1.000808158026912,60.44516556948919,female,dry,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-04-16,30.18,67,2.25,342.6,81.11,31.1,High
949,FARM_010,sheep,Suffolk,6.259963222719119,97.06671963934508,female,dry,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-05-20,30.42,66,3.66,457.03,81.4,31.18,Moderate
335,FARM_004,sheep,Texel,1.8505096341064264,59.873524492996864,female,lactating,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-09-20,12.4,57,3.51,316.44,55.2,12.07,Low
201,FARM_003,goat,Saanen,3.9471180452117594,79.85343103226897,male,growing,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-10-24,19.48,75,0.29,373.11,65.8,21.93,Low
554,FARM_006,cattle,Simmental,8.06375640662992,693.3946985968416,male,dry,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-08-01,32.17,22,1.83,145.11,76.2,30.07,Moderate
315,FARM_004,goat,Toggenburg,3.125417442668647,61.020184878745596,female,dry,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-06-16,40.09,50,3.77,220.6,91.56,38.82,Critical
519,FARM_006,goat,Nubian,1.5443302134095862,41.30471793366266,male,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-03-05,12.94,42,3.33,363.67,56.16,12.17,Low
7,FARM_001,cattle,Hereford,3.641393572462343,405.6319290860338,male,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-04-10,26.48,18,2.85,270.98,69.9,24.31,Low
802,FARM_009,goat,Saanen,1.8719601545230247,60.22786975125496,male,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-07-29,30.97,33,4.03,366.5,76.82,29.45,Moderate
611,FARM_007,cattle,Jersey,9.00215131546009,631.5227018047763,female,dry,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-10-10,15.59,73,0.59,315.33,59.76,17.52,Low
753,FARM_008,cattle,Jersey,2.147371121262216,720.0825390734317,female,growing,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-08-13,32.06,66,1.53,295.05,83.85,33.1,High
569,FARM_006,sheep,Dorper,5.12617792639288,80.66458424436895,male,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-04-28,23.56,24,3.08,122.0,67.56,20.84,Low
996,FARM_010,sheep,Rambouillet,4.222303354499355,60.87939699658222,female,dry,minor_illness,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-03-26,29.32,32,6.23,395.98,74.83,26.81,Low
733,FARM_008,sheep,Suffolk,1.3967630251608478,51.73363521130332,male,pregnant,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-01-18,1.93,44,4.19,356.27,42.47,0.79,Low
562,FARM_006,cattle,Holstein,5.731805976032214,499.8097467352994,female,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-07-31,27.16,85,4.15,232.53,78.95,27.48,Moderate
889,FARM_009,sheep,Rambouillet,3.3981375796779227,81.38344385794043,male,lactating,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-09-26,19.24,63,1.49,300.57,64.88,20.16,Low
682,FARM_007,goat,Toggenburg,3.680287163551122,60.06071841400666,female,growing,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-09-08,24.43,51,4.22,442.1,71.12,24.07,Low
648,FARM_007,goat,Saanen,5.975885404754557,68.267021347108,female,growing,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-03-19,24.01,66,0.15,243.38,72.02,25.46,Low
101,FARM_002,cattle,Holstein,8.052877114670288,558.617112928508,male,dry,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-01-03,1.86,65,3.74,117.47,39.73,0.81,Moderate
468,FARM_005,goat,Nubian,6.180404601142011,56.05224096878849,male,dry,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-08-05,38.77,28,1.68,411.32,84.4,38.37,Critical
261,FARM_003,cattle,Hereford,7.342126864629821,480.74138084917934,male,growing,minor_illness,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-05-19,29.06,43,3.81,362.94,76.03,28.11,Moderate
635,FARM_007,goat,Boer,3.7214739995370048,58.194897712114724,female,dry,minor_illness,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-11-20,4.5,44,4.65,451.77,45.59,3.65,Low
276,FARM_003,cattle,Hereford,9.34331090316676,424.10695611582435,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-12-03,2.49,80,1.67,454.0,38.83,4.93,Low
662,FARM_007,sheep,Texel,2.747682669181611,63.16236732590056,male,lactating,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-04-09,26.52,91,3.87,239.61,78.61,27.31,Moderate
830,FARM_009,sheep,Suffolk,4.051966263994101,79.70247327834056,male,dry,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-09-18,31.5,92,1.66,447.71,87.38,34.52,Critical
368,FARM_004,cattle,Jersey,8.450815377899556,715.0852062110835,female,lactating,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-08-21,29.79,43,4.07,330.96,76.99,28.57,Moderate
938,FARM_010,cattle,Hereford,9.321776120157729,422.4897179403889,female,dry,minor_illness,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-12-06,6.5,26,3.53,356.55,49.55,4.79,Low
556,FARM_006,cattle,Jersey,5.051048738273299,790.8416932206294,female,dry,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-01-29,6.42,71,6.06,155.4,45.89,4.7,Low
852,FARM_009,cattle,Angus,2.959412616803364,435.2608632546578,male,lactating,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-12-02,-5.73,89,2.44,192.81,23.81,-4.51,Low
106,FARM_002,goat,Boer,5.930743821066695,53.80330511289547,female,lactating,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-03-15,25.11,38,4.86,357.72,70.69,23.39,Low
588,FARM_006,cattle,Simmental,5.132703103593056,564.4374435521759,female,dry,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-05-26,44.19,48,2.13,47.29,96.12,42.75,Critical
964,FARM_010,sheep,Rambouillet,7.005004484622423,65.24515621925318,female,dry,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-10-30,9.94,85,4.78,274.7,50.56,10.16,Low
157,FARM_002,goat,Boer,3.2398558976785177,50.829786925742155,female,dry,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-03-07,21.58,92,3.18,267.31,70.28,22.93,Low
8,FARM_001,goat,Alpine,4.635759848686068,77.05203514053396,female,lactating,minor_illness,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-03-13,18.93,50,5.18,366.44,63.83,17.65,Low
697,FARM_007,cattle,Simmental,6.525732756927094,501.14324730004444,male,dry,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-12-03,4.3,51,2.6,295.8,44.61,4.05,Low
659,FARM_007,sheep,Rambouillet,5.036298049908025,77.93829723121988,female,lactating,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-08-30,30.82,48,3.98,166.57,79.03,29.06,Moderate
