Numero animale	Data	Produzione totale
2234	2021-04-13	52.47
2234	2021-04-13	52.47
3544	2021-04-13	46.24
3544	2021-04-13	46.24
2269	2021-04-13	43.56
2269	2021-04-13	43.56
2031	2021-04-13	28.38
2031	2021-04-13	28.38
2213	2021-04-13	48.63
2213	2021-04-13	48.63
2184	2021-04-13	33.69
2184	2021-04-13	33.69
2252	2021-04-13	43.01
2252	2021-04-13	43.01
9917	2021-04-13	48.95
9917	2021-04-13	48.95
2199	2021-04-13	40.87
2199	2021-04-13	40.87
2242	2021-04-13	47.78
2242	2021-04-13	47.78
1190	2021-04-13	46.22
1190	2021-04-13	46.22
2153	2021-04-13	32.99
2153	2021-04-13	32.99
2314	2021-04-13	44.99
2314	2021-04-13	44.99
2231	2021-04-13	46.11
2231	2021-04-13	46.11
159	2021-04-13	57.46
159	2021-04-13	57.46
2239	2021-04-13	55.44
2239	2021-04-13	55.44
2217	2021-04-13	43.17
2217	2021-04-13	43.17
3578	2021-04-13	58.07
3578	2021-04-13	58.07
2189	2021-04-13	43.03
2189	2021-04-13	43.03
2029	2021-04-13	39.3
2029	2021-04-13	39.3
2219	2021-04-13	42.73
2219	2021-04-13	42.73
115	2021-04-13	39.87
115	2021-04-13	39.87
2185	2021-04-13	42.76
2185	2021-04-13	42.76
2075	2021-04-13	64.14
2075	2021-04-13	64.14
2102	2021-04-13	53.08
2102	2021-04-13	53.08
2186	2021-04-13	30.51
2186	2021-04-13	30.51
2192	2021-04-13	43.02
2192	2021-04-13	43.02
2215	2021-04-13	40.26
2215	2021-04-13	40.26
3382	2021-04-13	56.3
3382	2021-04-13	56.3
2305	2021-04-13	58.94
2305	2021-04-13	58.94
1156	2021-04-13	26.75
1156	2021-04-13	26.75
2074	2021-04-13	63.45
2074	2021-04-13	63.45
2311	2021-04-13	57.38
2311	2021-04-13	57.38
2203	2021-04-13	53.88
2203	2021-04-13	53.88
9909	2021-04-13	53.59
9909	2021-04-13	53.59
2005	2021-04-13	41.59
2005	2021-04-13	41.59
2263	2021-04-13	50.62
2263	2021-04-13	50.62
2306	2021-04-13	45.68
2306	2021-04-13	45.68
1200	2021-04-13	42.16
1200	2021-04-13	42.16
266	2021-04-13	46.07
266	2021-04-13	46.07
3573	2021-04-13	42.73
3573	2021-04-13	42.73
2258	2021-04-13	52.36
2258	2021-04-13	52.36
2254	2021-04-13	55.21
2254	2021-04-13	55.21
3410	2021-04-13	23.7
3410	2021-04-13	23.7
2289	2021-04-13	58.63
2289	2021-04-13	58.63
2131	2021-04-13	56.04
2131	2021-04-13	56.04
2204	2021-04-13	34.48
2204	2021-04-13	34.48
2073	2021-04-13	36.97
2073	2021-04-13	36.97
1166	2021-04-13	45.67
1166	2021-04-13	45.67
2120	2021-04-13	34.98
2120	2021-04-13	34.98
2240	2021-04-13	45.42
2240	2021-04-13	45.42
2253	2021-04-13	60.78
2253	2021-04-13	60.78
3396	2021-04-13	50.02
3396	2021-04-13	50.02
3566	2021-04-13	35.46
3566	2021-04-13	35.46
3404	2021-04-13	33.67
3404	2021-04-13	33.67
1191	2021-04-13	38.9
1191	2021-04-13	38.9
2084	2021-04-13	43.81
2084	2021-04-13	43.81
2249	2021-04-13	45.65
2249	2021-04-13	45.65
2045	2021-04-13	62.32
2045	2021-04-13	62.32
163	2021-04-13	49.25
163	2021-04-13	49.25
2267	2021-04-13	40.13
2267	2021-04-13	40.13
2154	2021-04-13	43.75
2154	2021-04-13	43.75
2044	2021-04-13	53.6
2044	2021-04-13	53.6
2261	2021-04-13	49.21
2261	2021-04-13	49.21
2043	2021-04-13	47.26
2043	2021-04-13	47.26
2287	2021-04-13	44.86
2287	2021-04-13	44.86
234	2021-04-13	46.11
234	2021-04-13	46.11
3394	2021-04-13	64.24
3394	2021-04-13	64.24
2014	2021-04-13	31.9
2014	2021-04-13	31.9
84	2021-04-13	29.37
84	2021-04-13	29.37
1192	2021-04-13	29.42
1192	2021-04-13	29.42
3384	2021-04-13	0.3
3384	2021-04-13	0.3
1186	2021-04-13	43.2
1186	2021-04-13	43.2
2496	2021-04-13	12.51
2496	2021-04-13	12.51
2135	2021-04-13	15.64
2135	2021-04-13	15.64
2171	2021-04-13	21.57
2247	2021-04-14	44.51
2247	2021-04-14	44.51
2517	2021-04-14	32.09
2517	2021-04-14	32.09
2515	2021-04-14	13.03
2515	2021-04-14	13.03
2498	2021-04-14	22
2498	2021-04-14	22
2527	2021-04-14	21.49
2527	2021-04-14	21.49
2528	2021-04-14	21.05
2528	2021-04-14	21.05
2524	2021-04-14	31.77
2524	2021-04-14	31.77
2521	2021-04-14	22.66
2521	2021-04-14	22.66
2256	2021-04-14	40.58
2256	2021-04-14	40.58
2299	2021-04-14	35.71
2299	2021-04-14	35.71
2279	2021-04-14	44.14
2279	2021-04-14	44.14
2134	2021-04-14	50.77
2134	2021-04-14	50.77
2264	2021-04-14	18.77
2264	2021-04-14	18.77
2503	2021-04-14	18.22
2503	2021-04-14	18.22
2349	2021-04-14	16.52
2349	2021-04-14	16.52
2496	2021-04-14	27.57
2496	2021-04-14	27.57
2101	2021-04-14	37.59
2101	2021-04-14	37.59
2111	2021-04-14	35.77
2111	2021-04-14	35.77
55	2021-04-14	41.93
55	2021-04-14	41.93
2064	2021-04-14	27.87
2064	2021-04-14	27.87
2523	2021-04-14	22.99
2523	2021-04-14	22.99
2133	2021-04-14	40.77
2133	2021-04-14	40.77
3542	2021-04-14	49.14
3542	2021-04-14	49.14
313	2021-04-14	44.69
313	2021-04-14	44.69
2342	2021-04-14	28.17
2342	2021-04-14	28.17
2348	2021-04-14	34.04
2348	2021-04-14	34.04
2331	2021-04-14	30.88
2331	2021-04-14	30.88
2070	2021-04-14	51.2
2070	2021-04-14	51.2
2136	2021-04-14	34.98
2136	2021-04-14	34.98
223	2021-04-14	44.39
223	2021-04-14	44.39
2325	2021-04-14	32.09
2325	2021-04-14	32.09
2366	2021-04-14	32.04
2366	2021-04-14	32.04
1159	2021-04-14	39.15
1159	2021-04-14	39.15
2332	2021-04-14	35.98
2332	2021-04-14	35.98
2474	2021-04-14	33.41
2474	2021-04-14	33.41
1356	2021-04-14	51.01
1356	2021-04-14	51.01
2108	2021-04-14	22.12
2108	2021-04-14	22.12
1168	2021-04-14	29.39
1168	2021-04-14	29.39
2144	2021-04-14	30.84
2144	2021-04-14	30.84
306	2021-04-14	44.83
306	2021-04-14	44.83
203	2021-04-14	29.39
203	2021-04-14	29.39
2173	2021-04-14	29.26
2173	2021-04-14	29.26
2151	2021-04-14	26.55
2151	2021-04-14	26.55
1152	2021-04-14	34.36
1152	2021-04-14	34.36
2277	2021-04-14	30.79
2277	2021-04-14	30.79
161	2021-04-14	36.19
161	2021-04-14	36.19
2159	2021-04-14	26.56
2159	2021-04-14	26.56
2291	2021-04-14	29.14
2291	2021-04-14	29.14
2338	2021-04-14	42.82
2338	2021-04-14	42.82
318	2021-04-14	23.35
318	2021-04-14	23.35
2322	2021-04-14	39.72
2322	2021-04-14	39.72
9930	2021-04-14	46.72
9930	2021-04-14	46.72
2090	2021-04-14	28.65
2090	2021-04-14	28.65
2139	2021-04-14	29.2
2139	2021-04-14	29.2
2378	2021-04-14	26.34
2378	2021-04-14	26.34
9927	2021-04-14	45.07
9927	2021-04-14	45.07
215	2021-04-14	42.41
215	2021-04-14	42.41
2225	2021-04-14	22.74
2225	2021-04-14	22.74
2260	2021-04-14	35.16
2260	2021-04-14	35.16
2105	2021-04-14	28.16
2105	2021-04-14	28.16
9934	2021-04-14	28.4
9934	2021-04-14	28.4
311	2021-04-14	33.31
311	2021-04-14	33.31
2162	2021-04-14	38.25
2162	2021-04-14	38.25
2394	2021-04-14	36.31
2394	2021-04-14	36.31
2000	2021-04-14	43.2
2000	2021-04-14	43.2
184	2021-04-14	32.62
184	2021-04-14	32.62
2276	2021-04-14	41.45
2276	2021-04-14	41.45
9941	2021-04-14	22.7
9941	2021-04-14	22.7
2176	2021-04-14	20.9
2176	2021-04-14	20.9
2023	2021-04-14	40.56
2023	2021-04-14	40.56
2024	2021-04-14	31.18
2024	2021-04-14	31.18
3551	2021-04-14	57.52
3551	2021-04-14	57.52
3552	2021-04-14	30.35
3552	2021-04-14	30.35
2103	2021-04-14	21.47
2103	2021-04-14	21.47
2096	2021-04-14	33.3
2096	2021-04-14	33.3
3431	2021-04-14	25.66
3431	2021-04-14	25.66
2063	2021-04-14	32.38
2063	2021-04-14	32.38
2343	2021-04-14	22.48
2343	2021-04-14	22.48
3541	2021-04-14	29.8
3541	2021-04-14	29.8
2164	2021-04-14	25.21
2164	2021-04-14	25.21
2197	2021-04-14	34.34
2197	2021-04-14	34.34
338	2021-04-14	23.65
338	2021-04-14	23.65
2175	2021-04-14	36.68
2175	2021-04-14	36.68
2166	2021-04-14	36.67
2166	2021-04-14	36.67
366	2021-04-14	21.62
366	2021-04-14	21.62
258	2021-04-14	38.24
258	2021-04-14	38.24
2355	2021-04-14	25.48
2355	2021-04-14	25.48
2321	2021-04-14	39.76
2321	2021-04-14	39.76
2046	2021-04-14	36.74
2046	2021-04-14	36.74
9923	2021-04-14	28.19
9923	2021-04-14	28.19
3420	2021-04-14	29.87
3420	2021-04-14	29.87
2056	2021-04-14	34.19
2056	2021-04-14	34.19
3571	2021-04-14	27.47
3571	2021-04-14	27.47
242	2021-04-14	39.45
242	2021-04-14	39.45
2010	2021-04-14	20.15
2010	2021-04-14	20.15
2388	2021-04-14	26.44
2388	2021-04-14	26.44
2327	2021-04-14	41.98
2327	2021-04-14	41.98
2478	2021-04-14	32.88
2478	2021-04-14	32.88
2375	2021-04-14	41.01
2375	2021-04-14	41.01
2462	2021-04-14	41.71
2462	2021-04-14	41.71
9938	2021-04-14	31.19
9938	2021-04-14	31.19
9945	2021-04-14	28.02
9945	2021-04-14	28.02
2208	2021-04-14	30.85
2208	2021-04-14	30.85
2449	2021-04-14	36.75
2449	2021-04-14	36.75
2137	2021-04-14	28.19
2137	2021-04-14	28.19
2007	2021-04-14	40.33
2007	2021-04-14	40.33
2454	2021-04-14	48.65
2454	2021-04-14	48.65
2350	2021-04-14	33.14
2350	2021-04-14	33.14
2383	2021-04-14	41.42
2383	2021-04-14	41.42
2490	2021-04-14	37.27
2490	2021-04-14	37.27
2443	2021-04-14	37.57
2443	2021-04-14	37.57
2403	2021-04-14	35.16
2403	2021-04-14	35.16
2140	2021-04-14	32.36
2140	2021-04-14	32.36
2237	2021-04-14	41.85
2237	2021-04-14	41.85
2422	2021-04-14	40.88
2422	2021-04-14	40.88
2509	2021-04-14	45.19
2509	2021-04-14	45.19
2413	2021-04-14	36.82
2413	2021-04-14	36.82
2411	2021-04-14	28.53
2411	2021-04-14	28.53
2400	2021-04-14	39.7
2400	2021-04-14	39.7
2360	2021-04-14	30.98
2360	2021-04-14	30.98
2146	2021-04-14	45.29
2146	2021-04-14	45.29
2346	2021-04-14	34.31
2346	2021-04-14	34.31
2434	2021-04-14	27.23
2434	2021-04-14	27.23
2211	2021-04-14	40.87
2211	2021-04-14	40.87
2451	2021-04-14	46.41
2451	2021-04-14	46.41
2440	2021-04-14	34.09
2440	2021-04-14	34.09
2448	2021-04-14	38.27
2448	2021-04-14	38.27
2419	2021-04-14	38.54
2419	2021-04-14	38.54
2510	2021-04-14	40.33
2510	2021-04-14	40.33
2475	2021-04-14	40.05
2475	2021-04-14	40.05
2433	2021-04-14	35.37
2433	2021-04-14	35.37
2344	2021-04-14	39.78
2344	2021-04-14	39.78
2222	2021-04-14	48.64
2222	2021-04-14	48.64
2436	2021-04-14	36.65
2436	2021-04-14	36.65
2416	2021-04-14	30.35
2416	2021-04-14	30.35
2390	2021-04-14	32.12
2390	2021-04-14	32.12
2135	2021-04-14	33.16
2135	2021-04-14	33.16
2336	2021-04-14	42.17
2336	2021-04-14	42.17
2460	2021-04-14	39.43
2460	2021-04-14	39.43
2179	2021-04-14	38.71
2179	2021-04-14	38.71
2402	2021-04-14	37.39
2402	2021-04-14	37.39
2352	2021-04-14	35.69
2352	2021-04-14	35.69
2353	2021-04-14	36.2
2353	2021-04-14	36.2
2320	2021-04-14	40.3
2320	2021-04-14	40.3
2345	2021-04-14	36.09
2345	2021-04-14	36.09
2508	2021-04-14	32.38
2508	2021-04-14	32.38
2463	2021-04-14	29.49
2463	2021-04-14	29.49
2513	2021-04-14	39.95
2513	2021-04-14	39.95
2432	2021-04-14	36.78
2432	2021-04-14	36.78
2410	2021-04-14	36.51
2410	2021-04-14	36.51
2469	2021-04-14	43.16
2469	2021-04-14	43.16
2405	2021-04-14	38.44
2405	2021-04-14	38.44
2424	2021-04-14	31.2
2424	2021-04-14	31.2
2494	2021-04-14	32.26
2494	2021-04-14	32.26
2300	2021-04-14	56.19
2300	2021-04-14	56.19
2506	2021-04-14	35.16
2506	2021-04-14	35.16
2420	2021-04-14	36.04
2420	2021-04-14	36.04
2361	2021-04-14	26.03
2361	2021-04-14	26.03
2100	2021-04-14	37.91
2100	2021-04-14	37.91
2143	2021-04-14	37.53
2143	2021-04-14	37.53
2370	2021-04-14	35.74
2370	2021-04-14	35.74
2351	2021-04-14	35.21
2351	2021-04-14	35.21
2407	2021-04-14	35.22
2407	2021-04-14	35.22
2399	2021-04-14	39.11
2399	2021-04-14	39.11
2372	2021-04-14	33.21
2372	2021-04-14	33.21
2488	2021-04-14	50.44
2488	2021-04-14	50.44
2356	2021-04-14	41.75
2356	2021-04-14	41.75
2168	2021-04-14	34.65
2168	2021-04-14	34.65
2423	2021-04-14	32.66
2423	2021-04-14	32.66
2324	2021-04-14	41.4
2324	2021-04-14	41.4
2502	2021-04-14	38.37
2502	2021-04-14	38.37
2435	2021-04-14	42.33
2435	2021-04-14	42.33
2391	2021-04-14	38.17
2391	2021-04-14	38.17
2329	2021-04-14	32.84
2329	2021-04-14	32.84
2483	2021-04-14	36.99
2483	2021-04-14	36.99
2481	2021-04-14	37.72
2481	2021-04-14	37.72
2404	2021-04-14	42.77
2404	2021-04-14	42.77
2461	2021-04-14	38.02
2461	2021-04-14	38.02
2489	2021-04-14	43.21
2489	2021-04-14	43.21
2470	2021-04-14	27.67
2470	2021-04-14	27.67
2477	2021-04-14	31.56
2477	2021-04-14	31.56
2442	2021-04-14	37.29
2442	2021-04-14	37.29
2387	2021-04-14	35.95
2387	2021-04-14	35.95
2371	2021-04-14	31.94
2371	2021-04-14	31.94
2492	2021-04-14	34.19
2492	2021-04-14	34.19
2202	2021-04-14	32.53
2202	2021-04-14	32.53
2367	2021-04-14	36.76
2367	2021-04-14	36.76
2149	2021-04-14	25.81
2149	2021-04-14	25.81
2386	2021-04-14	44.64
2386	2021-04-14	44.64
2452	2021-04-14	34.11
2452	2021-04-14	34.11
2444	2021-04-14	33.44
2444	2021-04-14	33.44
2382	2021-04-14	32.63
2382	2021-04-14	32.63
2482	2021-04-14	46.98
2482	2021-04-14	46.98
2495	2021-04-14	31.55
2495	2021-04-14	31.55
2297	2021-04-14	32.89
2297	2021-04-14	32.89
2379	2021-04-14	33.46
2379	2021-04-14	33.46
2431	2021-04-14	37.17
2431	2021-04-14	37.17
2330	2021-04-14	44.61
2330	2021-04-14	44.61
2512	2021-04-14	42.26
2512	2021-04-14	42.26
2373	2021-04-14	29.88
2373	2021-04-14	29.88
2302	2021-04-14	52.33
2302	2021-04-14	52.33
2412	2021-04-14	37.29
2412	2021-04-14	37.29
2439	2021-04-14	33.96
2439	2021-04-14	33.96
2457	2021-04-14	41.48
2457	2021-04-14	41.48
2415	2021-04-14	32.51
2415	2021-04-14	32.51
2409	2021-04-14	40.47
2409	2021-04-14	40.47
2437	2021-04-14	41.24
2437	2021-04-14	41.24
2380	2021-04-14	33.58
2380	2021-04-14	33.58
2414	2021-04-14	40.04
2414	2021-04-14	40.04
2363	2021-04-14	36.71
2363	2021-04-14	36.71
2326	2021-04-14	32.38
2326	2021-04-14	32.38
2429	2021-04-14	33.7
2429	2021-04-14	33.7
2421	2021-04-14	32.59
2421	2021-04-14	32.59
2425	2021-04-14	37.73
2425	2021-04-14	37.73
2401	2021-04-14	35.51
2401	2021-04-14	35.51
2389	2021-04-14	39.09
2389	2021-04-14	39.09
2381	2021-04-14	37.88
2381	2021-04-14	37.88
2428	2021-04-14	37.17
2428	2021-04-14	37.17
2408	2021-04-14	32.41
2408	2021-04-14	32.41
2446	2021-04-14	30.61
2446	2021-04-14	30.61
2484	2021-04-14	40.14
2484	2021-04-14	40.14
2427	2021-04-14	37.78
2427	2021-04-14	37.78
2500	2021-04-14	36.89
2500	2021-04-14	36.89
2398	2021-04-14	40.51
2398	2021-04-14	40.51
2426	2021-04-14	38.51
2426	2021-04-14	38.51
2464	2021-04-14	30.78
2464	2021-04-14	30.78
2519	2021-04-14	29.1
2519	2021-04-14	29.1
331	2021-04-14	40.4
331	2021-04-14	40.4
2215	2021-04-14	37.7
2215	2021-04-14	37.7
2257	2021-04-14	41.29
2257	2021-04-14	41.29
1178	2021-04-14	46.57
1178	2021-04-14	46.57
2251	2021-04-14	44.17
2251	2021-04-14	44.17
1192	2021-04-14	29.47
1192	2021-04-14	29.47
2282	2021-04-14	46.4
2282	2021-04-14	46.4
2072	2021-04-14	41.43
2072	2021-04-14	41.43
3556	2021-04-14	56.9
3556	2021-04-14	56.9
294	2021-04-14	35.8
294	2021-04-14	35.8
2235	2021-04-14	54.07
2235	2021-04-14	54.07
2123	2021-04-14	30.18
2123	2021-04-14	30.18
1200	2021-04-14	41.88
1200	2021-04-14	41.88
2038	2021-04-14	46.83
2038	2021-04-14	46.83
2245	2021-04-14	39.63
2245	2021-04-14	39.63
2269	2021-04-14	40.76
2269	2021-04-14	40.76
9931	2021-04-14	30.17
9931	2021-04-14	30.17
968	2021-04-14	32.6
968	2021-04-14	32.6
3392	2021-04-14	0.14
3392	2021-04-14	0.14
2102	2021-04-14	56.58
2102	2021-04-14	56.58
2131	2021-04-14	48.83
2131	2021-04-14	48.83
2275	2021-04-14	48.05
2275	2021-04-14	48.05
3382	2021-04-14	53.6
3382	2021-04-14	53.6
1165	2021-04-14	40.87
1165	2021-04-14	40.87
2178	2021-04-14	35.68
2178	2021-04-14	35.68
2174	2021-04-14	37.79
2174	2021-04-14	37.79
2011	2021-04-14	47.51
2011	2021-04-14	47.51
2186	2021-04-14	30.66
2186	2021-04-14	30.66
2039	2021-04-14	57.3
2039	2021-04-14	57.3
2049	2021-04-14	54.46
2049	2021-04-14	54.46
2110	2021-04-14	47.28
2110	2021-04-14	47.28
2030	2021-04-14	41.77
2030	2021-04-14	41.77
2295	2021-04-14	54.43
2295	2021-04-14	54.43
334	2021-04-14	37
334	2021-04-14	37
2216	2021-04-14	59.59
2216	2021-04-14	59.59
1191	2021-04-14	39.78
1191	2021-04-14	39.78
2014	2021-04-14	32.21
2014	2021-04-14	32.21
2265	2021-04-14	48.26
2265	2021-04-14	48.26
2232	2021-04-14	37.3
2232	2021-04-14	37.3
2050	2021-04-14	48.87
2050	2021-04-14	48.87
2097	2021-04-14	60.9
2097	2021-04-14	60.9
1186	2021-04-14	41.76
1186	2021-04-14	41.76
1193	2021-04-14	35.46
1193	2021-04-14	35.46
2242	2021-04-14	50.01
2242	2021-04-14	50.01
342	2021-04-14	37.94
342	2021-04-14	37.94
2305	2021-04-14	55.15
2305	2021-04-14	55.15
2177	2021-04-14	49.95
2177	2021-04-14	49.95
326	2021-04-14	47.13
326	2021-04-14	47.13
2217	2021-04-14	44.82
2217	2021-04-14	44.82
2157	2021-04-14	39.71
2157	2021-04-14	39.71
2153	2021-04-14	32.31
2153	2021-04-14	32.31
2203	2021-04-14	53.41
2203	2021-04-14	53.41
2031	2021-04-14	31.91
2031	2021-04-14	31.91
9909	2021-04-14	55.72
9909	2021-04-14	55.72
2252	2021-04-14	41.01
2252	2021-04-14	41.01
2239	2021-04-14	53.41
2239	2021-04-14	53.41
2081	2021-04-14	50.6
2081	2021-04-14	50.6
2201	2021-04-14	55.59
2201	2021-04-14	55.59
231	2021-04-14	40.89
231	2021-04-14	40.89
3546	2021-04-14	56.17
3546	2021-04-14	56.17
2212	2021-04-14	39.62
2212	2021-04-14	39.62
2035	2021-04-14	37.32
2035	2021-04-14	37.32
2298	2021-04-14	51.84
2298	2021-04-14	51.84
3544	2021-04-14	42.28
3544	2021-04-14	42.28
2189	2021-04-14	44.98
2189	2021-04-14	44.98
3404	2021-04-14	32.58
3404	2021-04-14	32.58
2029	2021-04-14	41.78
2029	2021-04-14	41.78
2213	2021-04-14	45.41
2213	2021-04-14	45.41
2248	2021-04-14	46.64
2248	2021-04-14	46.64
3578	2021-04-14	58.82
3578	2021-04-14	58.82
2037	2021-04-14	44.95
2037	2021-04-14	44.95
2154	2021-04-14	44.28
2154	2021-04-14	44.28
2036	2021-04-14	45.64
2036	2021-04-14	45.64
2314	2021-04-14	45.98
2314	2021-04-14	45.98
2199	2021-04-14	39.64
2199	2021-04-14	39.64
2287	2021-04-14	47.32
2287	2021-04-14	47.32
2214	2021-04-14	46.17
2214	2021-04-14	46.17
2249	2021-04-14	42.07
2249	2021-04-14	42.07
266	2021-04-14	53.27
266	2021-04-14	53.27
2170	2021-04-14	35.77
2170	2021-04-14	35.77
347	2021-04-14	43.15
347	2021-04-14	43.15
2234	2021-04-14	49.08
2234	2021-04-14	49.08
159	2021-04-14	61.52
159	2021-04-14	61.52
3577	2021-04-14	42.9
3577	2021-04-14	42.9
2051	2021-04-14	61.45
2051	2021-04-14	61.45
1166	2021-04-14	43.56
1166	2021-04-14	43.56
9917	2021-04-14	51.22
9917	2021-04-14	51.22
2120	2021-04-14	31.85
2120	2021-04-14	31.85
2231	2021-04-14	45.39
2231	2021-04-14	45.39
2219	2021-04-14	40.87
2219	2021-04-14	40.87
2258	2021-04-14	54.41
2258	2021-04-14	54.41
84	2021-04-14	49.81
84	2021-04-14	49.81
2267	2021-04-14	37.2
2267	2021-04-14	37.2
2311	2021-04-14	54.46
2311	2021-04-14	54.46
2306	2021-04-14	50.76
2306	2021-04-14	50.76
256	2021-04-14	37.56
256	2021-04-14	37.56
2263	2021-04-14	50.97
2263	2021-04-14	50.97
2253	2021-04-14	59.7
2253	2021-04-14	59.7
2190	2021-04-14	44.12
2190	2021-04-14	44.12
3419	2021-04-14	54.96
3419	2021-04-14	54.96
2074	2021-04-14	61.4
2074	2021-04-14	61.4
3396	2021-04-14	49.07
3396	2021-04-14	49.07
115	2021-04-14	37.31
115	2021-04-14	37.31
3573	2021-04-14	43.83
3573	2021-04-14	43.83
2204	2021-04-14	34.71
2204	2021-04-14	34.71
3410	2021-04-14	22.64
3410	2021-04-14	22.64
2073	2021-04-14	39.96
2073	2021-04-14	39.96
2005	2021-04-14	41.37
2005	2021-04-14	41.37
2184	2021-04-14	33
2184	2021-04-14	33
2218	2021-04-14	29.38
2218	2021-04-14	29.38
2292	2021-04-14	64.48
2292	2021-04-14	64.48
2084	2021-04-14	44.06
2084	2021-04-14	44.06
2045	2021-04-14	60.3
2045	2021-04-14	60.3
3394	2021-04-14	62.46
3394	2021-04-14	62.46
234	2021-04-14	48.88
234	2021-04-14	48.88
1156	2021-04-14	27.46
1156	2021-04-14	27.46
	2021-04-14	25.9
	2021-04-14	25.9
	2021-04-14	25.9
2043	2021-04-14	48.49
2043	2021-04-14	48.49
163	2021-04-14	48.79
163	2021-04-14	48.79
2185	2021-04-14	47.09
2185	2021-04-14	47.09
3384	2021-04-14	0.15
3384	2021-04-14	0.15
2171	2021-04-14	42.02
2171	2021-04-14	42.02
2198	2021-04-14	47.6
2198	2021-04-14	47.6
2044	2021-04-14	57.52
2044	2021-04-14	57.52
2289	2021-04-14	57.65
2289	2021-04-14	57.65
2240	2021-04-14	45.75
2240	2021-04-14	45.75
2083	2021-04-14	53.99
2083	2021-04-14	53.99
357	2021-04-14	45.16
357	2021-04-14	45.16
3566	2021-04-14	39.73
3566	2021-04-14	39.73
1190	2021-04-14	46.21
1190	2021-04-14	46.21
3383	2021-04-14	47.73
3383	2021-04-14	47.73
2075	2021-04-14	64.34
2075	2021-04-14	64.34
2254	2021-04-14	60.54
2254	2021-04-14	60.54
2192	2021-04-14	20.44
2192	2021-04-14	20.44
2261	2021-04-14	25.38
2256	2021-04-15	36.85
2256	2021-04-15	36.85
2349	2021-04-15	18.53
2349	2021-04-15	18.53
2521	2021-04-15	23.19
2521	2021-04-15	23.19
313	2021-04-15	45.08
313	2021-04-15	45.08
2299	2021-04-15	37.98
2299	2021-04-15	37.98
2517	2021-04-15	32.17
2517	2021-04-15	32.17
2524	2021-04-15	33.77
2524	2021-04-15	33.77
2527	2021-04-15	23.3
2527	2021-04-15	23.3
2515	2021-04-15	15.42
2515	2021-04-15	15.42
2279	2021-04-15	49.37
2279	2021-04-15	49.37
2247	2021-04-15	45.15
2247	2021-04-15	45.15
2498	2021-04-15	11.75
2134	2021-04-15	51.35
2134	2021-04-15	51.35
2496	2021-04-15	30.06
2496	2021-04-15	30.06
2523	2021-04-15	22.19
2523	2021-04-15	22.19
2133	2021-04-15	37.93
2133	2021-04-15	37.93
2064	2021-04-15	27.78
2064	2021-04-15	27.78
2101	2021-04-15	38.06
2101	2021-04-15	38.06
2264	2021-04-15	27.12
2264	2021-04-15	27.12
2503	2021-04-15	19.27
2503	2021-04-15	19.27
2528	2021-04-15	22.68
2528	2021-04-15	22.68
2111	2021-04-15	27.07
2111	2021-04-15	27.07
3542	2021-04-15	50.24
3542	2021-04-15	50.24
55	2021-04-15	39.34
55	2021-04-15	39.34
3551	2021-04-15	55.94
3551	2021-04-15	55.94
2378	2021-04-15	25.09
2378	2021-04-15	25.09
338	2021-04-15	24.57
338	2021-04-15	24.57
2291	2021-04-15	28.44
2291	2021-04-15	28.44
2394	2021-04-15	35.14
2394	2021-04-15	35.14
2175	2021-04-15	34.16
2175	2021-04-15	34.16
311	2021-04-15	33.25
311	2021-04-15	33.25
1159	2021-04-15	40.42
1159	2021-04-15	40.42
2366	2021-04-15	31.69
2366	2021-04-15	31.69
2260	2021-04-15	33.61
2260	2021-04-15	33.61
2332	2021-04-15	34.42
2332	2021-04-15	34.42
2070	2021-04-15	50.28
2070	2021-04-15	50.28
2277	2021-04-15	31.2
2277	2021-04-15	31.2
2136	2021-04-15	41.42
2136	2021-04-15	41.42
9941	2021-04-15	25.07
9941	2021-04-15	25.07
3571	2021-04-15	33.52
3571	2021-04-15	33.52
9934	2021-04-15	30.88
9934	2021-04-15	30.88
1356	2021-04-15	38.56
1356	2021-04-15	38.56
1168	2021-04-15	30.09
1168	2021-04-15	30.09
2024	2021-04-15	30.41
2024	2021-04-15	30.41
2173	2021-04-15	28.92
2173	2021-04-15	28.92
2276	2021-04-15	33.02
2276	2021-04-15	33.02
161	2021-04-15	38.96
161	2021-04-15	38.96
2342	2021-04-15	24.44
2342	2021-04-15	24.44
223	2021-04-15	43.81
223	2021-04-15	43.81
215	2021-04-15	42.64
215	2021-04-15	42.64
2338	2021-04-15	43.89
2338	2021-04-15	43.89
9945	2021-04-15	28.05
9945	2021-04-15	28.05
2388	2021-04-15	26.06
2388	2021-04-15	26.06
2331	2021-04-15	31.32
2331	2021-04-15	31.32
2225	2021-04-15	22.66
2225	2021-04-15	22.66
2103	2021-04-15	22.31
2103	2021-04-15	22.31
2322	2021-04-15	42.01
2322	2021-04-15	42.01
2139	2021-04-15	29.53
2139	2021-04-15	29.53
2325	2021-04-15	32.58
2325	2021-04-15	32.58
1152	2021-04-15	32.49
1152	2021-04-15	32.49
2144	2021-04-15	30.26
2144	2021-04-15	30.26
203	2021-04-15	33.2
203	2021-04-15	33.2
318	2021-04-15	23.25
318	2021-04-15	23.25
366	2021-04-15	20.65
366	2021-04-15	20.65
258	2021-04-15	39.31
258	2021-04-15	39.31
2343	2021-04-15	24.56
2343	2021-04-15	24.56
