ID	MATR	DNASC	DPAR	LATT	Evento	GLAT	Data	Nota
2085	IT018990198255  	2017-01-15	2020-02-22	2	VUOTA      	80	2020-05-12	ACTOR           
2085	IT018990198255  	2017-01-15	2020-02-22	2	VUOTA      	80	2020-05-12	ACTOR           
2085	IT018990198255  	2017-01-15	2020-02-22	2	PAREGG     	95	2020-05-27	OK              
2085	IT018990198255  	2017-01-15	2020-02-22	2	PAREGG     	95	2020-05-27	OK              
2085	IT018990198255  	2017-01-15	2020-02-22	2	PAREGG     	95	2020-05-27	OK              
2085	IT018990198255  	2017-01-15	2020-02-22	2	GRAV       	115	2020-06-16	IMPLURAN        
2085	IT018990198255  	2017-01-15	2020-02-22	2	CALORE     	115	2020-06-16	TRATT.UR        
2085	IT018990198255  	2017-01-15	2020-02-22	2	GRAV       	115	2020-06-16	IMPLURAN        
2085	IT018990198255  	2017-01-15	2020-02-22	2	CALORE     	115	2020-06-16	TRATT.UR        
2085	IT018990198255  	2017-01-15	2020-02-22	2	GRAV       	115	2020-06-16	IMPLURAN        
2085	IT018990198255  	2017-01-15	2020-02-22	2	CALORE     	115	2020-06-16	TRATT.UR        
2085	IT018990198255  	2017-01-15	2020-02-22	2	SPOST      	178	2020-08-18	D002A001        
2085	IT018990198255  	2017-01-15	2020-02-22	2	SPOST      	178	2020-08-18	D002A001        
2085	IT018990198255  	2017-01-15	2020-02-22	2	SPOST      	178	2020-08-18	D002A001        
2085	IT018990198255  	2017-01-15	2020-02-22	2	ASC        	205	2020-09-14	                
2085	IT018990198255  	2017-01-15	2020-02-22	2	ASC        	205	2020-09-14	                
2085	IT018990198255  	2017-01-15	2020-02-22	2	ASC        	205	2020-09-14	                
2085	IT018990198255  	2017-01-15	2020-02-22	2	ABORTO     	259	2020-11-07	144 GG          
2085	IT018990198255  	2017-01-15	2020-02-22	2	ABORTO     	264	2020-11-12	149 GG          
2085	IT018990198255  	2017-01-15	2020-02-22	2	VEND       	265	2020-11-13	2020
2086	IT018990198256  	2017-01-17	2019-03-29	1	SPOST      	279	2020-01-02	D003A001        
2086	IT018990198256  	2017-01-17	2019-03-29	1	ASC        	308	2020-01-31	NO ANTIB        
2086	IT018990198256  	2017-01-17	2020-03-29	2	PARTO      	0	2020-03-29	                
2086	IT018990198256  	2017-01-17	2020-03-29	2	OK         	26	2020-04-24	-               
2086	IT018990198256  	2017-01-17	2020-03-29	2	PAREGG     	29	2020-04-27	OK              
2086	IT018990198256  	2017-01-17	2020-03-29	2	SPOST      	40	2020-05-08	D004A002        
2086	IT018990198256  	2017-01-17	2020-03-29	2	VUOTA      	79	2020-06-16	TECHNO          
2086	IT018990198256  	2017-01-17	2020-03-29	2	VUOTA      	103	2020-07-10	ABBA            
2086	IT018990198256  	2017-01-17	2020-03-29	2	GRAV       	125	2020-08-01	ABBA            
2086	IT018990198256  	2017-01-17	2020-03-29	2	PAREGG     	192	2020-10-07	OK              
2086	IT018990198256  	2017-01-17	2020-03-29	2	SPOST      	279	2021-01-02	D002A001        
2086	IT018990198256  	2017-01-17	2020-03-29	2	PAREGG     	311	2021-02-03	OK              
2086	IT018990198256  	2017-01-17	2020-03-29	2	ASC        	348	2021-03-12	                
2086	IT018990198256  	2017-01-17	2021-05-07	3	PARTO      	0	2021-05-07	                
2086	IT018990198256  	2017-01-17	2021-05-07	3	OK         	21	2021-05-28	-               
2086	IT018990198256  	2017-01-17	2021-05-07	3	SPOST      	27	2021-06-03	D004A002        
2086	IT018990198256  	2017-01-17	2021-05-07	3	VUOTA      	81	2021-07-27	FLADON          
2086	IT018990198256  	2017-01-17	2021-05-07	3	FEC        	130	2021-09-14	IMPLURAN        
2088	IT018990198264  	2017-01-21	2019-02-24	1	SPOST      	284	2019-12-05	D003A001        
2088	IT018990198264  	2017-01-21	2019-02-24	1	PAREGG     	292	2019-12-13	OK              
2088	IT018990198264  	2017-01-21	2019-02-24	1	ASC        	303	2019-12-24	                
2088	IT018990198264  	2017-01-21	2020-02-11	2	PARTO      	0	2020-02-11	                
2088	IT018990198264  	2017-01-21	2020-02-11	2	OK         	24	2020-03-06	-               
2088	IT018990198264  	2017-01-21	2020-02-11	2	SPOST      	35	2020-03-17	D004A002        
2088	IT018990198264  	2017-01-21	2020-02-11	2	OK         	45	2020-03-27	-               
2088	IT018990198264  	2017-01-21	2020-02-11	2	MAST       	63	2020-04-14	??SINULO        
2088	IT018990198264  	2017-01-21	2020-02-11	2	VUOTA      	77	2020-04-28	STARJACK        
2088	IT018990198264  	2017-01-21	2020-02-11	2	PAREGG     	106	2020-05-27	OK              
2088	IT018990198264  	2017-01-21	2020-02-11	2	VUOTA      	119	2020-06-09	STARJACK        
2088	IT018990198264  	2017-01-21	2020-02-11	2	CALORE     	168	2020-07-28	SA              
2088	IT018990198264  	2017-01-21	2020-02-11	2	OK         	178	2020-08-07	PG              
2088	IT018990198264  	2017-01-21	2020-02-11	2	OK         	192	2020-08-21	PG              
2088	IT018990198264  	2017-01-21	2020-02-11	2	GRAV       	196	2020-08-25	PLEDGE          
2088	IT018990198264  	2017-01-21	2020-02-11	2	SPOST      	273	2020-11-10	D002A001        
2088	IT018990198264  	2017-01-21	2020-02-11	2	PAREGG     	386	2021-03-03	OK              
2088	IT018990198264  	2017-01-21	2020-02-11	2	ASC        	412	2021-03-29	                
2088	IT018990198264  	2017-01-21	2021-05-28	3	PARTO      	0	2021-05-28	                
2088	IT018990198264  	2017-01-21	2021-05-28	3	MAST       	11	2021-06-08	PS+PD           
2088	IT018990198264  	2017-01-21	2021-05-28	3	SPOST      	19	2021-06-16	D004A002        
2088	IT018990198264  	2017-01-21	2021-05-28	3	RICNT      	28	2021-06-25	PG              
2088	IT018990198264  	2017-01-21	2021-05-28	3	OK         	35	2021-07-02	-               
2088	IT018990198264  	2017-01-21	2021-05-28	3	GRAV       	81	2021-08-17	AGOTADO         
2089	IT018990198267  	2017-01-22	2019-03-19	1	GRAV       	147	2019-08-13	GILMORE         
2089	IT018990198267  	2017-01-22	2019-03-19	1	PAREGG     	323	2020-02-05	OK              
2089	IT018990198267  	2017-01-22	2019-03-19	1	SPOST      	338	2020-02-20	D003A001        
2089	IT018990198267  	2017-01-22	2019-03-19	1	MAST       	346	2020-02-28	MASTIPDP        
2089	IT018990198267  	2017-01-22	2019-03-19	1	ASC        	367	2020-03-20	RILE-3/4
2089	IT018990198267  	2017-01-22	2020-05-09	2	RITPLAC    	0	2020-05-09	EX+ERGO         
2089	IT018990198267  	2017-01-22	2020-05-09	2	PARTO      	0	2020-05-09	                
2089	IT018990198267  	2017-01-22	2020-05-09	2	OK         	27	2020-06-05	-               
2089	IT018990198267  	2017-01-22	2020-05-09	2	SPOST      	31	2020-06-09	D004A002        
2089	IT018990198267  	2017-01-22	2020-05-09	2	VUOTA      	80	2020-07-28	ABBA            
2089	IT018990198267  	2017-01-22	2020-05-09	2	VUOTA      	103	2020-08-20	EXPLOSIO        
2089	IT018990198267  	2017-01-22	2020-05-09	2	VUOTA      	126	2020-09-12	PLEDGE          
2089	IT018990198267  	2017-01-22	2020-05-09	2	CALORE     	149	2020-10-05	#NOME?
2089	IT018990198267  	2017-01-22	2020-05-09	2	OK         	160	2020-10-16	PG              
2089	IT018990198267  	2017-01-22	2020-05-09	2	OK         	167	2020-10-23	PG              
2089	IT018990198267  	2017-01-22	2020-05-09	2	VUOTA      	171	2020-10-27	BELDING         
2089	IT018990198267  	2017-01-22	2020-05-09	2	CISTI      	193	2020-11-18	CORULON         
2089	IT018990198267  	2017-01-22	2020-05-09	2	OK         	202	2020-11-27	OVS             
2089	IT018990198267  	2017-01-22	2020-05-09	2	NOF        	202	2020-11-27	-               
2089	IT018990198267  	2017-01-22	2020-05-09	2	PAREGG     	207	2020-12-02	OK              
2089	IT018990198267  	2017-01-22	2020-05-09	2	SPOST      	221	2020-12-16	D002A001        
2089	IT018990198267  	2017-01-22	2020-05-09	2	VEND       	338	2021-04-12	2021
2090	IT018990198268  	2017-01-23	2019-01-31	1	SPOST      	280	2019-11-07	D003A001        
2090	IT018990198268  	2017-01-23	2019-01-31	1	PAREGG     	288	2019-11-15	OK              
2090	IT018990198268  	2017-01-23	2019-01-31	1	ASC        	306	2019-12-03	TILEX           
2090	IT018990198268  	2017-01-23	2020-01-30	2	PARTO      	0	2020-01-30	                
2090	IT018990198268  	2017-01-23	2020-01-30	2	SPOST      	15	2020-02-14	D004A002        
2090	IT018990198268  	2017-01-23	2020-01-30	2	RICNT      	22	2020-02-21	PG              
2090	IT018990198268  	2017-01-23	2020-01-30	2	RICNT      	29	2020-02-28	PG              
2090	IT018990198268  	2017-01-23	2020-01-30	2	METR       	34	2020-03-04	50 OSSI         
2090	IT018990198268  	2017-01-23	2020-01-30	2	RICNT      	36	2020-03-06	PG              
2090	IT018990198268  	2017-01-23	2020-01-30	2	OK         	50	2020-03-20	-               
2090	IT018990198268  	2017-01-23	2020-01-30	2	VUOTA      	82	2020-04-21	ACTOR           
2090	IT018990198268  	2017-01-23	2020-01-30	2	VUOTA      	110	2020-05-19	ACTOR           
2090	IT018990198268  	2017-01-23	2020-01-30	2	PAREGG     	118	2020-05-27	OK              
2090	IT018990198268  	2017-01-23	2020-01-30	2	VUOTA      	132	2020-06-10	IMPLURAN        
2090	IT018990198268  	2017-01-23	2020-01-30	2	SPOST      	151	2020-06-29	D002A004        
2090	IT018990198268  	2017-01-23	2020-01-30	2	SPOST      	155	2020-07-03	D004A002        
2090	IT018990198268  	2017-01-23	2020-01-30	2	VUOTA      	173	2020-07-21	ABBA            
2090	IT018990198268  	2017-01-23	2020-01-30	2	CALORE     	192	2020-08-09	CORULON         
2090	IT018990198268  	2017-01-23	2020-01-30	2	CISTI      	193	2020-08-10	CORULON         
2090	IT018990198268  	2017-01-23	2020-01-30	2	OK         	204	2020-08-21	PG              
2090	IT018990198268  	2017-01-23	2020-01-30	2	VUOTA      	208	2020-08-25	PLEDGE          
2090	IT018990198268  	2017-01-23	2020-01-30	2	CALORE     	227	2020-09-13	?               
2090	IT018990198268  	2017-01-23	2020-01-30	2	NOF        	239	2020-09-25	-               
2090	IT018990198268  	2017-01-23	2020-01-30	2	SPOST      	253	2020-10-09	D002A001        
2091	IT018990198269  	2017-01-25	2019-03-19	1	SPOST      	301	2020-01-14	D003A001        
2091	IT018990198269  	2017-01-25	2019-03-19	1	PAREGG     	323	2020-02-05	OK              
2091	IT018990198269  	2017-01-25	2019-03-19	1	ASC        	345	2020-02-27	                
2091	IT018990198269  	2017-01-25	2020-04-14	2	PARTO      	0	2020-04-14	                
2091	IT018990198269  	2017-01-25	2020-04-14	2	PAREGG     	13	2020-04-27	OK              
2091	IT018990198269  	2017-01-25	2020-04-14	2	OK         	24	2020-05-08	-               
2091	IT018990198269  	2017-01-25	2020-04-14	2	SPOST      	29	2020-05-13	D004A002        
2091	IT018990198269  	2017-01-25	2020-04-14	2	VUOTA      	77	2020-06-30	ABBA            
2091	IT018990198269  	2017-01-25	2020-04-14	2	GRAV       	112	2020-08-04	EXPLOSIO        
2091	IT018990198269  	2017-01-25	2020-04-14	2	PAREGG     	207	2020-11-07	OK              
2091	IT018990198269  	2017-01-25	2020-04-14	2	SPOST      	270	2021-01-09	D002A001        
2091	IT018990198269  	2017-01-25	2020-04-14	2	PAREGG     	295	2021-02-03	OK              
2091	IT018990198269  	2017-01-25	2020-04-14	2	ASC        	304	2021-02-12	                
2091	IT018990198269  	2017-01-25	2021-05-06	3	PARTO      	0	2021-05-06	                
2091	IT018990198269  	2017-01-25	2021-05-06	3	SPOST      	28	2021-06-03	D004A002        
2091	IT018990198269  	2017-01-25	2021-05-06	3	OK         	29	2021-06-04	-               
2091	IT018990198269  	2017-01-25	2021-05-06	3	VUOTA      	75	2021-07-20	FLADON          
2091	IT018990198269  	2017-01-25	2021-05-06	3	FEC        	110	2021-08-24	SKOKIE          
2094	IT018990198278  	2017-02-03	2019-03-31	1	SPOST      	277	2020-01-02	D003A001        
2094	IT018990198278  	2017-02-03	2019-03-31	1	MAST       	303	2020-01-28	AD+PD           
2094	IT018990198278  	2017-02-03	2019-03-31	1	ASC        	306	2020-01-31	                
2094	IT018990198278  	2017-02-03	2020-03-20	2	PARTO      	0	2020-03-20	                
2094	IT018990198278  	2017-02-03	2020-03-20	2	SPOST      	19	2020-04-08	D004A002        
2094	IT018990198278  	2017-02-03	2020-03-20	2	OK         	28	2020-04-17	-               
2094	IT018990198278  	2017-02-03	2020-03-20	2	PAREGG     	38	2020-04-27	OK              
2094	IT018990198278  	2017-02-03	2020-03-20	2	VUOTA      	81	2020-06-09	STARJACK        
2094	IT018990198278  	2017-02-03	2020-03-20	2	GRAV       	116	2020-07-14	MAUI            
2094	IT018990198278  	2017-02-03	2020-03-20	2	PAREGG     	201	2020-10-07	OK              
2094	IT018990198278  	2017-02-03	2020-03-20	2	SPOST      	288	2021-01-02	D002A001        
2094	IT018990198278  	2017-02-03	2020-03-20	2	ASC        	337	2021-02-20	                
2094	IT018990198278  	2017-02-03	2021-04-18	3	PARTO      	0	2021-04-18	                
2094	IT018990198278  	2017-02-03	2021-04-18	3	SPOST      	19	2021-05-07	D004A002        
2094	IT018990198278  	2017-02-03	2021-04-18	3	OK         	26	2021-05-14	-               
2094	IT018990198278  	2017-02-03	2021-04-18	3	GRAV       	79	2021-07-06	ALTUVE          
2095	IT018990198281  	2017-02-04	2019-02-15	1	RICNT      	168	2019-08-02	2.5
2095	IT018990198281  	2017-02-04	2019-02-15	1	VUOTA      	170	2019-08-04	SARGEANT        
2095	IT018990198281  	2017-02-04	2019-02-15	1	GRAV       	207	2019-09-10	IMPLURAN        
2095	IT018990198281  	2017-02-04	2019-02-15	1	SPOST      	369	2020-02-19	D003A001        
2095	IT018990198281  	2017-02-04	2019-02-15	1	ASC        	431	2020-04-21	NO ANT.         
2095	IT018990198281  	2017-02-04	2020-06-21	2	PARTO      	0	2020-06-21	                
2095	IT018990198281  	2017-02-04	2020-06-21	2	MAST       	3	2020-06-24	AD+PDMIC        
2095	IT018990198281  	2017-02-04	2020-06-21	2	SPOST      	20	2020-07-11	D004A002        
2095	IT018990198281  	2017-02-04	2020-06-21	2	OK         	26	2020-07-17	-               
2095	IT018990198281  	2017-02-04	2020-06-21	2	PAREGG     	38	2020-07-29	OK              
2095	IT018990198281  	2017-02-04	2020-06-21	2	GRAV       	79	2020-09-08	KLAEBO          
2095	IT018990198281  	2017-02-04	2020-06-21	2	PAREGG     	193	2020-12-31	OK              
2095	IT018990198281  	2017-02-04	2020-06-21	2	SPOST      	251	2021-02-27	D002A001        
2095	IT018990198281  	2017-02-04	2020-06-21	2	ASC        	296	2021-04-13	                
2095	IT018990198281  	2017-02-04	2021-06-18	3	PARTO      	0	2021-06-18	                
2095	IT018990198281  	2017-02-04	2021-06-18	3	OK         	21	2021-07-09	-               
2095	IT018990198281  	2017-02-04	2021-06-18	3	SPOST      	23	2021-07-11	D004A002        
2095	IT018990198281  	2017-02-04	2021-06-18	3	FEC        	81	2021-09-07	SKOKIE          
2096	IT018990199303  	2017-02-05	2019-03-01	1	VUOTA      	165	2019-08-13	GILMORE         
2096	IT018990199303  	2017-02-05	2019-03-01	1	GRAV       	207	2019-09-24	IMPLURAN        
2096	IT018990199303  	2017-02-05	2019-03-01	1	ASC        	432	2020-05-06	                
2096	IT018990199303  	2017-02-05	2020-06-29	2	PARTO      	0	2020-06-29	                
2096	IT018990199303  	2017-02-05	2020-06-29	2	SPOST      	17	2020-07-16	D004A002        
2096	IT018990199303  	2017-02-05	2020-06-29	2	OK         	25	2020-07-24	-               
2096	IT018990199303  	2017-02-05	2020-06-29	2	PAREGG     	30	2020-07-29	OK              
2096	IT018990199303  	2017-02-05	2020-06-29	2	GRAV       	78	2020-09-15	PLEDGE          
2096	IT018990199303  	2017-02-05	2020-06-29	2	PAREGG     	185	2020-12-31	OK              
2096	IT018990199303  	2017-02-05	2020-06-29	2	SPOST      	243	2021-02-27	D002A001        
2096	IT018990199303  	2017-02-05	2020-06-29	2	PAREGG     	282	2021-04-07	OK              
2096	IT018990199303  	2017-02-05	2020-06-29	2	ASC        	297	2021-04-22	                
2096	IT018990199303  	2017-02-05	2021-06-13	3	PARTO      	0	2021-06-13	                
2096	IT018990199303  	2017-02-05	2021-06-13	3	RICNT      	26	2021-07-09	PG              
2096	IT018990199303  	2017-02-05	2021-06-13	3	SPOST      	28	2021-07-11	D004A002        
2096	IT018990199303  	2017-02-05	2021-06-13	3	OK         	33	2021-07-16	-               
2096	IT018990199303  	2017-02-05	2021-06-13	3	FEC        	79	2021-08-31	SKOKIE          
2097	IT018990199306  	2017-02-09	2019-02-25	1	SPOST      	311	2020-01-02	D003A001        
2097	IT018990199306  	2017-02-09	2019-02-25	1	ASC        	340	2020-01-31	NO ANTIB        
2097	IT018990199306  	2017-02-09	2020-03-19	2	PARTO      	0	2020-03-19	                
2097	IT018990199306  	2017-02-09	2020-03-19	2	SPOST      	20	2020-04-08	D004A002        
2097	IT018990199306  	2017-02-09	2020-03-19	2	RICNT      	22	2020-04-10	PG              
2097	IT018990199306  	2017-02-09	2020-03-19	2	OK         	36	2020-04-24	-               
2097	IT018990199306  	2017-02-09	2020-03-19	2	PAREGG     	39	2020-04-27	OK              
2097	IT018990199306  	2017-02-09	2020-03-19	2	GRAV       	82	2020-06-09	STARJACK        
2097	IT018990199306  	2017-02-09	2020-03-19	2	PAPOD      	202	2020-10-07	PD              
2097	IT018990199306  	2017-02-09	2020-03-19	2	SPOST      	277	2020-12-21	D002A001        
2097	IT018990199306  	2017-02-09	2020-03-19	2	ASC        	301	2021-01-14	                
2097	IT018990199306  	2017-02-09	2021-03-16	3	PARTO      	0	2021-03-16	                
2097	IT018990199306  	2017-02-09	2021-03-16	3	SPOST      	18	2021-04-03	D004A002        
2097	IT018990199306  	2017-02-09	2021-03-16	3	PAREGG     	22	2021-04-07	OK              
2097	IT018990199306  	2017-02-09	2021-03-16	3	OK         	24	2021-04-09	-               
2097	IT018990199306  	2017-02-09	2021-03-16	3	FEC        	77	2021-06-01	JOCKEY          
2097	IT018990199306  	2017-02-09	2021-03-16	3	VUOTA      	78	2021-06-02	JOCKEY          
2097	IT018990199306  	2017-02-09	2021-03-16	3	OK         	115	2021-07-09	PG              
2097	IT018990199306  	2017-02-09	2021-03-16	3	VUOTA      	119	2021-07-13	FLADON          
2097	IT018990199306  	2017-02-09	2021-03-16	3	VUOTA      	154	2021-08-17	BBBELGA         
2097	IT018990199306  	2017-02-09	2021-03-16	3	FEC        	178	2021-09-10	BBBELGA         
2100	IT018990199311  	2017-02-12	2019-03-11	1	VUOTA      	165	2019-08-23	MISSOURI        
2100	IT018990199311  	2017-02-12	2019-03-11	1	CISTI      	201	2019-09-28	CORULON         
2100	IT018990199311  	2017-02-12	2019-03-11	1	OK         	207	2019-10-04	3 OVS211        
2100	IT018990199311  	2017-02-12	2019-03-11	1	OK         	221	2019-10-18	PG              
2100	IT018990199311  	2017-02-12	2019-03-11	1	GRAV       	225	2019-10-22	WILLIE          
2100	IT018990199311  	2017-02-12	2019-03-11	1	SPOST      	425	2020-05-09	D003A001        
2100	IT018990199311  	2017-02-12	2019-03-11	1	PAREGG     	443	2020-05-27	OK              
2100	IT018990199311  	2017-02-12	2019-03-11	1	ASC        	450	2020-06-03	NO-ANTIB        
2100	IT018990199311  	2017-02-12	2020-07-29	2	PARTO      	0	2020-07-29	                
2100	IT018990199311  	2017-02-12	2020-07-29	2	SPOST      	14	2020-08-12	D004A003        
2100	IT018990199311  	2017-02-12	2020-07-29	2	OK         	23	2020-08-21	-               
2100	IT018990199311  	2017-02-12	2020-07-29	2	MAST       	53	2020-09-20	MASTIPDP        
2100	IT018990199311  	2017-02-12	2020-07-29	2	GRAV       	83	2020-10-20	BELDING         
2100	IT018990199311  	2017-02-12	2020-07-29	2	PAREGG     	98	2020-11-04	OK              
2100	IT018990199311  	2017-02-12	2020-07-29	2	PAREGG     	101	2020-11-07	OK              
2100	IT018990199311  	2017-02-12	2020-07-29	2	PAREGG     	155	2020-12-31	OK              
2100	IT018990199311  	2017-02-12	2020-07-29	2	PAREGG     	217	2021-03-03	OK              
2100	IT018990199311  	2017-02-12	2020-07-29	2	SPOST      	282	2021-05-07	D003A001        
2100	IT018990199311  	2017-02-12	2020-07-29	2	ASC        	303	2021-05-28	NOROSEAL        
2100	IT018990199311  	2017-02-12	2021-07-24	3	PARTO      	0	2021-07-24	                
2100	IT018990199311  	2017-02-12	2021-07-24	3	SPOST      	19	2021-08-12	D004A002        
2100	IT018990199311  	2017-02-12	2021-07-24	3	PAREGG     	39	2021-09-01	OK              
2100	IT018990199311  	2017-02-12	2021-07-24	3	OK         	41	2021-09-03	-               
2101	IT018990199312  	2017-02-13	2019-02-09	1	SPOST      	271	2019-11-07	D003A001        
2101	IT018990199312  	2017-02-13	2019-02-09	1	PAREGG     	279	2019-11-15	OK              
2101	IT018990199312  	2017-02-13	2019-02-09	1	ASC        	303	2019-12-09	RILEX           
2101	IT018990199312  	2017-02-13	2020-02-05	2	PARTO      	0	2020-02-05	                
2101	IT018990199312  	2017-02-13	2020-02-05	2	PARTO      	0	2020-02-05	                
2101	IT018990199312  	2017-02-13	2020-02-05	2	SPOST      	16	2020-02-21	D004A002        
2101	IT018990199312  	2017-02-13	2020-02-05	2	SPOST      	16	2020-02-21	D004A002        
2101	IT018990199312  	2017-02-13	2020-02-05	2	RICNT      	23	2020-02-28	PG              
2101	IT018990199312  	2017-02-13	2020-02-05	2	RICNT      	23	2020-02-28	PG              
2101	IT018990199312  	2017-02-13	2020-02-05	2	OK         	44	2020-03-20	-               
2101	IT018990199312  	2017-02-13	2020-02-05	2	OK         	44	2020-03-20	-               
2101	IT018990199312  	2017-02-13	2020-02-05	2	CALORE     	77	2020-04-22	?+++NF          
2101	IT018990199312  	2017-02-13	2020-02-05	2	CALORE     	77	2020-04-22	?+++NF          
2101	IT018990199312  	2017-02-13	2020-02-05	2	VUOTA      	83	2020-04-28	STARJACK        
2101	IT018990199312  	2017-02-13	2020-02-05	2	VUOTA      	83	2020-04-28	STARJACK        
2101	IT018990199312  	2017-02-13	2020-02-05	2	VUOTA      	106	2020-05-21	ACTOR           
2101	IT018990199312  	2017-02-13	2020-02-05	2	VUOTA      	106	2020-05-21	ACTOR           
2101	IT018990199312  	2017-02-13	2020-02-05	2	PAREGG     	140	2020-06-24	OK              
2101	IT018990199312  	2017-02-13	2020-02-05	2	PAREGG     	140	2020-06-24	OK              
2101	IT018990199312  	2017-02-13	2020-02-05	2	GRAV       	146	2020-06-30	IMPLURAN        
2101	IT018990199312  	2017-02-13	2020-02-05	2	GRAV       	146	2020-06-30	IMPLURAN        
2101	IT018990199312  	2017-02-13	2020-02-05	2	MAST       	157	2020-07-11	MASTIPSP        
2101	IT018990199312  	2017-02-13	2020-02-05	2	MAST       	157	2020-07-11	MASTIPSP        
2101	IT018990199312  	2017-02-13	2020-02-05	2	SPOST      	279	2020-11-10	D002A001        
2101	IT018990199312  	2017-02-13	2020-02-05	2	SPOST      	279	2020-11-10	D002A001        
2101	IT018990199312  	2017-02-13	2020-02-05	2	ASC        	372	2021-02-11	                
2101	IT018990199312  	2017-02-13	2020-02-05	2	ASC        	372	2021-02-11	                
2101	IT018990199312  	2017-02-13	2021-04-03	3	PARTO      	0	2021-04-03	                
2101	IT018990199312  	2017-02-13	2021-04-03	3	SPOST      	18	2021-04-21	D004A002        
2101	IT018990199312  	2017-02-13	2021-04-03	3	RICNT      	27	2021-04-30	PG              
2101	IT018990199312  	2017-02-13	2021-04-03	3	OK         	41	2021-05-14	-               
2101	IT018990199312  	2017-02-13	2021-04-03	3	VUOTA      	80	2021-06-22	MORRIS          
2101	IT018990199312  	2017-02-13	2021-04-03	3	PAREGG     	95	2021-07-07	OK              
2101	IT018990199312  	2017-02-13	2021-04-03	3	OK         	118	2021-07-30	PG              
2101	IT018990199312  	2017-02-13	2021-04-03	3	VUOTA      	122	2021-08-03	IMPLURAN        
2101	IT018990199312  	2017-02-13	2021-04-03	3	OK         	160	2021-09-10	OVS             
2102	IT018990199316  	2017-02-18	2019-02-26	1	PAREGG     	262	2019-11-15	OK              
2102	IT018990199316  	2017-02-18	2019-02-26	1	SPOST      	280	2019-12-03	D003A001        
2102	IT018990199316  	2017-02-18	2019-02-26	1	ASC        	300	2019-12-23	NO ANTIB        
2102	IT018990199316  	2017-02-18	2020-02-10	2	PARTO      	0	2020-02-10	                
2102	IT018990199316  	2017-02-18	2020-02-10	2	OK         	25	2020-03-06	-               
2102	IT018990199316  	2017-02-18	2020-02-10	2	SPOST      	26	2020-03-07	D004A002        
2102	IT018990199316  	2017-02-18	2020-02-10	2	GRAV       	78	2020-04-28	STARJACK        
2102	IT018990199316  	2017-02-18	2020-02-10	2	PAREGG     	107	2020-05-27	OK              
2102	IT018990199316  	2017-02-18	2020-02-10	2	SPOST      	261	2020-10-28	D002A001        
2102	IT018990199316  	2017-02-18	2020-02-10	2	PAREGG     	268	2020-11-04	OK              
2102	IT018990199316  	2017-02-18	2020-02-10	2	ASC        	292	2020-11-28	NO-ANTIB        
2102	IT018990199316  	2017-02-18	2021-01-30	3	PARTO      	0	2021-01-30	                
2102	IT018990199316  	2017-02-18	2021-01-30	3	SPOST      	14	2021-02-13	D004A002        
2102	IT018990199316  	2017-02-18	2021-01-30	3	OK         	27	2021-02-26	-               
2102	IT018990199316  	2017-02-18	2021-01-30	3	PAREGG     	32	2021-03-03	OK              
2102	IT018990199316  	2017-02-18	2021-01-30	3	GRAV       	80	2021-04-20	FLADON          
2103	IT018990199318  	2017-02-20	2019-04-30	1	SPOST      	259	2020-01-14	D003A001        
2103	IT018990199318  	2017-02-20	2019-04-30	1	PAREGG     	281	2020-02-05	OK              
2103	IT018990199318  	2017-02-20	2019-04-30	1	ASC        	303	2020-02-27	RILEX           
2103	IT018990199318  	2017-02-20	2019-04-30	1	PAREGG     	307	2020-03-02	OK              
2103	IT018990199318  	2017-02-20	2020-04-18	2	PARTO      	0	2020-04-18	                
2103	IT018990199318  	2017-02-20	2020-04-18	2	SPOST      	25	2020-05-13	D004A002        
2103	IT018990199318  	2017-02-20	2020-04-18	2	OK         	34	2020-05-22	-               
2103	IT018990199318  	2017-02-20	2020-04-18	2	VUOTA      	71	2020-06-28	RONDON          
2103	IT018990199318  	2017-02-20	2020-04-18	2	VUOTA      	85	2020-07-12	MAUI            
2103	IT018990199318  	2017-02-20	2020-04-18	2	PAREGG     	102	2020-07-29	OK              
2103	IT018990199318  	2017-02-20	2020-04-18	2	CALORE     	119	2020-08-15	TRATT.UR        
2103	IT018990199318  	2017-02-20	2020-04-18	2	VUOTA      	120	2020-08-16	IMPLURAN        
2103	IT018990199318  	2017-02-20	2020-04-18	2	VUOTA      	147	2020-09-12	IMPLURAN        
2103	IT018990199318  	2017-02-20	2020-04-18	2	CALORE     	172	2020-10-07	?FA4V.          
2103	IT018990199318  	2017-02-20	2020-04-18	2	GRAV       	192	2020-10-27	IMPLURAN        
2103	IT018990199318  	2017-02-20	2020-04-18	2	SPOST      	300	2021-02-12	D002A001        
2103	IT018990199318  	2017-02-20	2020-04-18	2	ASC        	407	2021-05-30	NO-ANTIB        
2103	IT018990199318  	2017-02-20	2021-08-05	3	PARTO      	0	2021-08-05	                
2103	IT018990199318  	2017-02-20	2021-08-05	3	SPOST      	24	2021-08-29	D004A002        
2103	IT018990199318  	2017-02-20	2021-08-05	3	OK         	29	2021-09-03	-               
2104	IT018990199319  	2017-02-24	2019-03-27	1	CALORE     	153	2019-08-27	++28/8SA
2104	IT018990199319  	2017-02-24	2019-03-27	1	ABORTO     	156	2019-08-30	73 GG           
2104	IT018990199319  	2017-02-24	2019-03-27	1	OK         	163	2019-09-06	4 OVS           
