animal_id,farm_id,species,breed,age_years,weight_kg,sex,physiological_stage,health_status
325,FARM_004,goat,Toggenburg,1.90101400490225,69.49735074885942,male,pregnant,healthy
326,FARM_004,cattle,Holstein,7.715865317336547,663.6142136814724,male,growing,healthy
327,FARM_004,cattle,Simmental,5.577213605028206,555.0380925931079,male,dry,recovering
328,FARM_004,goat,Boer,4.968223666422486,47.40782271469872,male,dry,healthy
329,FARM_004,sheep,Suffolk,1.1466147272163898,54.10858337382137,female,lactating,healthy
330,FARM_004,cattle,Holstein,4.437456756876063,482.27490487822206,male,growing,healthy
331,FARM_004,sheep,Merino,5.507329774787915,76.51510666245792,female,pregnant,minor_illness
332,FARM_004,cattle,Hereford,3.6353983303086825,791.9881317435402,female,lactating,healthy
333,FARM_004,goat,Nubian,1.9398306218428498,41.74942503519878,male,growing,healthy
334,FARM_004,cattle,Holstein,4.383936009471803,620.0367761832624,female,lactating,healthy
335,FARM_004,sheep,Texel,1.8505096341064264,59.873524492996864,female,lactating,healthy
336,FARM_004,goat,Saanen,5.895681633811703,74.45479985453744,male,growing,minor_illness
337,FARM_004,sheep,Rambouillet,6.285293501223948,73.026974863707,female,dry,healthy
338,FARM_004,goat,Nubian,1.3231492419881568,52.80239330083934,female,pregnant,healthy
339,FARM_004,cattle,Simmental,2.483333341564934,452.69150938182474,male,growing,healthy
340,FARM_004,goat,Boer,1.9040566462592643,53.69534544134186,female,pregnant,healthy
341,FARM_004,cattle,Angus,3.677936061869385,626.0087971436064,male,dry,healthy
342,FARM_004,goat,Alpine,5.566729222258948,46.40286539818292,female,dry,healthy
343,FARM_004,cattle,Hereford,7.5381554360170435,796.7239805397453,female,pregnant,healthy
344,FARM_004,sheep,Suffolk,2.428249442402292,77.7542474651143,female,dry,healthy
345,FARM_004,goat,Saanen,3.1323074121144368,71.35167137941589,female,growing,healthy
346,FARM_004,sheep,Suffolk,1.2471794845816735,87.2866891365616,female,lactating,minor_illness
347,FARM_004,cattle,Hereford,3.942384547042712,459.55522013297787,male,dry,healthy
348,FARM_004,cattle,Jersey,4.314785774561635,579.444252381817,female,dry,healthy
349,FARM_004,goat,Saanen,3.349154189066976,56.50487363394495,female,pregnant,healthy
350,FARM_004,sheep,Texel,2.2692349594785366,69.38367973751971,male,pregnant,healthy
351,FARM_004,cattle,Angus,1.5836823503467152,631.9935149712526,male,growing,healthy
352,FARM_004,sheep,Suffolk,5.195582759640537,80.10728220262405,female,growing,healthy
353,FARM_004,goat,Boer,1.3513055754638752,53.36953274784243,female,dry,healthy
354,FARM_004,goat,Nubian,4.103614338649656,57.60795991821962,female,dry,healthy
355,FARM_004,goat,Alpine,1.5316025780777034,48.824478108448446,male,growing,healthy
356,FARM_004,goat,Alpine,6.598679988061346,65.70260798140765,male,dry,healthy
357,FARM_004,goat,Boer,5.115467626299182,79.64505727285214,female,pregnant,healthy
358,FARM_004,sheep,Rambouillet,2.2913337719354754,68.11177208261442,female,pregnant,healthy
359,FARM_004,cattle,Simmental,7.279035647680677,771.8467691502738,male,lactating,healthy
360,FARM_004,goat,Saanen,6.236381502907611,73.67734267167235,male,growing,healthy
361,FARM_004,sheep,Rambouillet,5.942133053648172,81.55853229783531,female,pregnant,minor_illness
362,FARM_004,goat,Alpine,5.681278380580614,40.281168152544765,male,dry,healthy
363,FARM_004,cattle,Hereford,6.912596406404256,782.6458484333832,female,growing,healthy
364,FARM_004,sheep,Texel,2.930038971668866,63.78061693394727,female,growing,recovering
365,FARM_004,sheep,Suffolk,6.91352605400215,63.40695100477567,male,lactating,healthy
366,FARM_004,goat,Nubian,4.718196641196494,62.47971389867227,male,growing,healthy
367,FARM_004,goat,Saanen,5.3946923910285385,61.93282334905697,female,pregnant,healthy
368,FARM_004,cattle,Jersey,8.450815377899556,715.0852062110835,female,lactating,healthy
369,FARM_004,cattle,Jersey,2.304685651418353,690.0622910204459,male,growing,healthy
370,FARM_004,goat,Alpine,6.682215926432338,78.69424711153101,male,lactating,healthy
371,FARM_004,cattle,Hereford,4.761909404834359,435.53609803502576,female,pregnant,healthy
372,FARM_004,cattle,Simmental,8.741257240144915,689.1257212833934,male,pregnant,healthy
373,FARM_004,cattle,Jersey,1.7355281117210044,583.3202566114626,male,dry,healthy
374,FARM_004,sheep,Merino,5.683156361303758,73.11477805003037,female,pregnant,healthy
375,FARM_004,sheep,Texel,1.4359117411731992,75.62513243851659,female,pregnant,healthy
376,FARM_004,goat,Alpine,2.2081826928158463,50.34483339552155,female,dry,healthy
377,FARM_004,sheep,Texel,4.635701016527562,60.24406370753563,male,pregnant,healthy
378,FARM_004,sheep,Dorper,7.62646567939725,78.00911291874559,female,dry,healthy
379,FARM_004,sheep,Merino,1.6590633708798852,67.18315963045515,female,lactating,healthy
380,FARM_004,goat,Nubian,3.7101809153900964,55.89525561941266,male,pregnant,healthy
381,FARM_004,goat,Nubian,4.139977787168448,51.48551832338302,female,lactating,healthy
382,FARM_004,cattle,Holstein,4.563734253962094,766.0360273628173,female,dry,healthy
383,FARM_004,sheep,Texel,2.162240193913368,80.67365693195882,male,pregnant,healthy
384,FARM_004,goat,Alpine,4.588675776214108,41.335344071455246,female,lactating,healthy
385,FARM_004,goat,Toggenburg,3.6419405102100937,64.61192100279209,female,pregnant,healthy
386,FARM_004,goat,Alpine,3.5065658756505984,79.3644127614599,male,dry,healthy
387,FARM_004,sheep,Suffolk,3.992427815444306,58.111670289123964,male,lactating,healthy
388,FARM_004,cattle,Hereford,7.474182601322427,756.1032212071209,female,dry,healthy
389,FARM_004,cattle,Hereford,8.723593478414475,727.6254055446625,female,dry,healthy
390,FARM_004,cattle,Angus,9.11166409697184,660.6671674825704,male,lactating,healthy
391,FARM_004,sheep,Dorper,7.158753397661867,76.27174562728464,female,lactating,healthy
392,FARM_004,sheep,Merino,2.6791187892916133,57.09859948804969,male,pregnant,healthy
393,FARM_004,sheep,Dorper,5.558033094171719,81.04642837392156,female,lactating,healthy
394,FARM_004,goat,Boer,4.804852829774421,45.05058966258011,female,dry,healthy
395,FARM_004,goat,Alpine,4.931694458149949,79.66970468671354,male,pregnant,healthy
396,FARM_004,goat,Nubian,6.198319085508052,48.62119475165328,male,pregnant,healthy
397,FARM_004,cattle,Simmental,4.6747570848350595,703.6994932243372,female,growing,healthy
398,FARM_004,cattle,Angus,1.5318450107042794,759.538955272099,male,lactating,healthy
399,FARM_004,goat,Boer,1.6659368152808864,57.88222175225702,female,dry,healthy
400,FARM_004,sheep,Dorper,3.8893279048621823,90.11771645796321,male,growing,healthy
401,FARM_005,sheep,Suffolk,7.763703874947588,56.37269797114345,male,pregnant,recovering
402,FARM_005,goat,Saanen,5.195892250757222,73.57843638003067,male,pregnant,healthy
403,FARM_005,cattle,Angus,6.654142994169533,613.070354704622,male,pregnant,healthy
404,FARM_005,sheep,Rambouillet,4.7848893365143725,54.82672350977204,female,lactating,healthy
405,FARM_005,cattle,Angus,1.668167856895478,490.54059773659435,female,dry,healthy
406,FARM_005,goat,Nubian,6.2634367429732025,75.09047051304718,male,dry,healthy
407,FARM_005,goat,Toggenburg,6.028913101311547,51.411613534292655,female,pregnant,healthy
408,FARM_005,sheep,Suffolk,5.013445419446526,82.94125350700352,female,growing,healthy
409,FARM_005,cattle,Simmental,1.844715563410206,763.8507277746369,female,pregnant,healthy
410,FARM_005,cattle,Simmental,7.250054105176379,432.88282548471267,female,growing,healthy
411,FARM_005,goat,Alpine,3.0448941987390796,46.592987013870484,female,growing,minor_illness
412,FARM_005,sheep,Texel,6.521615847337517,81.9802780588841,male,pregnant,healthy
413,FARM_005,sheep,Texel,4.413669480348851,82.61121297727362,female,growing,healthy
414,FARM_005,goat,Alpine,4.037596356971217,65.36416125505326,female,dry,healthy
415,FARM_005,cattle,Simmental,5.252440195058622,418.2594982009535,female,pregnant,healthy
416,FARM_005,cattle,Holstein,3.9821230639274567,592.816423244833,female,dry,healthy
417,FARM_005,cattle,Hereford,2.8629332059458408,606.6290513783916,female,lactating,healthy
418,FARM_005,sheep,Dorper,6.907472288282068,64.24540107654803,male,lactating,healthy
419,FARM_005,sheep,Suffolk,3.0544217624568515,96.58768597164081,male,growing,healthy
420,FARM_005,cattle,Holstein,2.0245455412894127,538.0892571206768,male,pregnant,healthy
421,FARM_005,cattle,Angus,1.403682112212118,580.2388075932536,male,dry,healthy
422,FARM_005,goat,Nubian,6.293551336569085,66.83772018970032,male,growing,healthy
423,FARM_005,cattle,Simmental,7.465863068368617,781.6132510340162,male,growing,healthy
424,FARM_005,sheep,Rambouillet,6.807112898056753,52.02793687723407,female,dry,healthy
425,FARM_005,sheep,Merino,4.193655562688794,68.45265108804583,male,pregnant,healthy
426,FARM_005,cattle,Holstein,4.638157566797883,528.43243883482,male,pregnant,healthy
427,FARM_005,cattle,Holstein,6.818050811121463,755.2156257440472,male,dry,healthy
428,FARM_005,goat,Alpine,4.675440810068915,74.9479437386538,female,dry,healthy
429,FARM_005,sheep,Rambouillet,1.4651069104904242,76.6983736273882,female,dry,healthy
430,FARM_005,sheep,Texel,3.0652849535790936,74.30002468988015,male,pregnant,healthy
431,FARM_005,cattle,Holstein,2.944462285105185,586.6431138788863,female,lactating,healthy
432,FARM_005,cattle,Angus,4.869379696511333,669.186648957773,male,lactating,healthy
433,FARM_005,sheep,Texel,2.5839537574996227,69.21198100686907,male,growing,healthy
434,FARM_005,cattle,Angus,6.2397887193470245,548.4689693750511,male,dry,healthy
435,FARM_005,cattle,Jersey,2.501741815288775,572.211735384883,female,lactating,healthy
436,FARM_005,cattle,Hereford,4.057919444360061,606.8957526857328,female,growing,healthy
437,FARM_005,goat,Boer,3.457773369371392,52.44869980253574,female,growing,healthy
438,FARM_005,sheep,Texel,5.061550631495206,77.984422241897,male,growing,healthy
439,FARM_005,sheep,Rambouillet,2.5994072272833955,98.87260589951839,male,pregnant,healthy
440,FARM_005,sheep,Dorper,2.4620484949401797,96.28186650126679,male,dry,healthy
441,FARM_005,sheep,Dorper,2.0294329539661184,74.39255985962032,female,lactating,healthy
442,FARM_005,cattle,Jersey,4.373232110036167,589.6025713932623,female,growing,recovering
443,FARM_005,cattle,Holstein,1.793815334108836,642.750936630772,female,growing,healthy
444,FARM_005,sheep,Texel,7.860762946896369,73.89392240111212,male,dry,healthy
445,FARM_005,cattle,Angus,8.546942934125454,542.4742588470376,female,growing,healthy
446,FARM_005,sheep,Merino,4.552124562838195,83.86936607593584,male,growing,healthy
447,FARM_005,goat,Alpine,4.4828056059621755,45.56786805382782,male,lactating,healthy
448,FARM_005,goat,Nubian,3.4106728039259453,79.75393555598794,female,dry,healthy
449,FARM_005,cattle,Jersey,5.153009606985814,692.3272114847235,female,growing,healthy
450,FARM_005,cattle,Hereford,9.162485279513506,452.948951613989,male,lactating,healthy
451,FARM_005,sheep,Rambouillet,4.209264971984805,51.89907816449267,female,pregnant,healthy
452,FARM_005,cattle,Holstein,7.12680303664437,586.7128308924752,female,growing,minor_illness
453,FARM_005,goat,Boer,4.077414496883185,43.74689682823641,female,growing,healthy
454,FARM_005,goat,Saanen,3.948509065171341,60.89776581621858,female,growing,healthy
455,FARM_005,goat,Boer,6.512408263638264,54.49072348394365,male,pregnant,healthy
456,FARM_005,goat,Saanen,3.6607350182914247,64.08467941419119,male,growing,healthy
457,FARM_005,goat,Alpine,1.3568294132036847,40.12671394322807,male,lactating,healthy
458,FARM_005,goat,Boer,3.6899143322165333,60.41729956016929,female,lactating,minor_illness
459,FARM_005,sheep,Rambouillet,1.2138461996536598,93.60241692235039,female,dry,healthy
460,FARM_005,cattle,Hereford,8.239934869115544,511.5039489658212,female,dry,minor_illness
461,FARM_005,goat,Boer,6.986925134091869,67.07285195429583,male,growing,healthy
462,FARM_005,goat,Boer,5.42721711136918,73.36578388002704,male,pregnant,healthy
463,FARM_005,cattle,Hereford,6.926864641030494,706.4463731182345,female,pregnant,healthy
464,FARM_005,goat,Alpine,5.338896918787777,51.213378431660836,female,dry,healthy
465,FARM_005,goat,Boer,4.294782017663036,65.28359318024968,male,lactating,healthy
466,FARM_005,cattle,Simmental,1.9084707997976933,747.577700911658,female,growing,healthy
467,FARM_005,sheep,Suffolk,2.6956185247719686,73.91299420976117,female,dry,healthy
468,FARM_005,goat,Nubian,6.180404601142011,56.05224096878849,male,dry,healthy
469,FARM_005,goat,Boer,1.132161527342902,63.33029969824462,male,lactating,healthy
470,FARM_005,sheep,Rambouillet,1.235684247497109,60.73140366294014,male,lactating,healthy
471,FARM_005,goat,Alpine,5.3187487201281165,74.67733873407535,female,dry,healthy
472,FARM_005,sheep,Texel,5.459635859566335,76.31392301691014,female,growing,healthy
473,FARM_005,cattle,Hereford,2.2858836520547055,710.1384601612542,female,growing,healthy
474,FARM_005,sheep,Suffolk,1.9367985409978519,81.47788484458682,male,lactating,healthy
475,FARM_005,goat,Alpine,1.000808158026912,60.44516556948919,female,dry,healthy
476,FARM_005,sheep,Merino,1.4388273513530612,91.96692461780012,male,dry,healthy
477,FARM_005,cattle,Simmental,9.377986348547276,730.6858639724073,male,pregnant,healthy
478,FARM_005,sheep,Texel,5.002664145250076,95.35999107803111,male,lactating,healthy
479,FARM_005,sheep,Texel,5.725980428047676,55.80113406740846,male,dry,healthy
480,FARM_005,goat,Alpine,5.223142549805987,40.17453078601236,male,lactating,healthy
481,FARM_005,cattle,Simmental,9.694427546158096,704.4151161003132,male,growing,healthy
482,FARM_005,sheep,Merino,1.7375544557559954,89.09119316724679,female,lactating,healthy
483,FARM_005,cattle,Hereford,8.792381487001197,590.3870924046623,female,dry,healthy
484,FARM_005,goat,Nubian,1.0172875099936876,74.35826741682519,male,dry,healthy
485,FARM_005,goat,Saanen,2.2719643281919484,66.29413928680515,male,dry,healthy
486,FARM_005,cattle,Hereford,7.100318802790398,643.100848901089,female,lactating,healthy
487,FARM_005,goat,Nubian,5.431584748793984,52.625093750534,female,growing,healthy
488,FARM_005,sheep,Merino,7.231505018453221,64.37047982327898,male,lactating,healthy
489,FARM_005,sheep,Suffolk,4.806640095063662,54.99334105680891,female,dry,healthy
490,FARM_005,sheep,Suffolk,1.1352934164232074,56.21841995002551,female,pregnant,healthy
491,FARM_005,goat,Alpine,6.436395314118192,50.6670078664791,male,pregnant,healthy
492,FARM_005,sheep,Texel,3.7835330571442527,88.11545160109694,male,growing,healthy
493,FARM_005,cattle,Hereford,9.784124409512922,450.22008590506135,male,dry,healthy
494,FARM_005,sheep,Merino,1.8414506038440337,63.2791416479303,female,growing,healthy
495,FARM_005,cattle,Jersey,3.009370469546767,656.7439835421421,female,growing,healthy
496,FARM_005,cattle,Hereford,5.935438325760885,751.7020459385539,male,lactating,healthy
497,FARM_005,cattle,Holstein,3.620298230066611,482.8379672706285,male,growing,healthy
498,FARM_005,cattle,Holstein,9.436405943478887,641.3167222859772,male,pregnant,healthy
499,FARM_005,sheep,Texel,7.704528606917427,97.13621595470562,male,growing,recovering
500,FARM_005,sheep,Dorper,7.739378451772442,53.78025203083754,male,lactating,healthy
501,FARM_006,goat,Saanen,6.37645067076744,73.88777756134327,male,lactating,healthy
502,FARM_006,cattle,Simmental,5.745386628237309,762.5683855657747,male,growing,healthy
503,FARM_006,cattle,Holstein,9.52655724627802,534.9360564068094,female,growing,healthy
504,FARM_006,goat,Alpine,5.13999842385366,67.60386232951373,female,lactating,healthy
505,FARM_006,cattle,Angus,1.4010744110381124,566.2568746743623,female,pregnant,healthy
506,FARM_006,cattle,Jersey,7.11658299461597,430.4956871894258,female,dry,healthy
507,FARM_006,sheep,Suffolk,2.2621555479594466,72.92989717569199,male,dry,healthy
508,FARM_006,cattle,Angus,7.06914081121122,454.79962522146855,male,lactating,healthy
509,FARM_006,goat,Nubian,4.954682586817159,44.35573255924156,female,pregnant,healthy
510,FARM_006,goat,Saanen,4.135238300392319,48.764699178797535,male,lactating,minor_illness
511,FARM_006,goat,Saanen,6.887067020573767,47.60430599134911,male,lactating,minor_illness
512,FARM_006,sheep,Merino,7.72094923083813,76.0729819360736,female,dry,healthy
513,FARM_006,cattle,Jersey,5.29210095821173,687.3324701488016,male,dry,healthy
514,FARM_006,goat,Alpine,1.9761984628513953,62.60341249811025,female,lactating,healthy
515,FARM_006,cattle,Simmental,1.0813462217136296,542.8117375880049,female,growing,healthy
516,FARM_006,goat,Toggenburg,2.3324552241599235,52.866799586381944,female,pregnant,healthy
517,FARM_006,goat,Toggenburg,2.4748446358369183,56.11057593849007,female,lactating,healthy
518,FARM_006,cattle,Angus,9.593622937346213,597.8700758365134,male,lactating,healthy
519,FARM_006,goat,Nubian,1.5443302134095862,41.30471793366266,male,lactating,healthy
520,FARM_006,sheep,Merino,6.512843601011455,62.55006916311501,female,lactating,healthy
521,FARM_006,cattle,Jersey,9.120127631160143,750.942244882104,female,growing,healthy
522,FARM_006,goat,Boer,5.51063303823456,49.14777637601459,male,lactating,healthy
523,FARM_006,cattle,Holstein,9.554132535177661,632.6489171956774,male,growing,healthy
524,FARM_006,goat,Nubian,5.552657522543951,51.299842638914086,female,pregnant,healthy
525,FARM_006,goat,Saanen,6.3553493649188475,56.77791975829254,female,pregnant,healthy
526,FARM_006,goat,Saanen,2.228080654343704,63.64521213034066,male,growing,healthy
527,FARM_006,goat,Nubian,4.8162548126798095,54.57416953712928,female,pregnant,healthy
528,FARM_006,cattle,Angus,1.855477409794235,730.6987072104988,male,lactating,healthy
529,FARM_006,cattle,Jersey,8.42309070650008,606.2637623425813,male,pregnant,healthy
530,FARM_006,goat,Toggenburg,1.2254265423934443,45.1146720488967,female,lactating,healthy
531,FARM_006,cattle,Hereford,5.702591629770296,421.8537680003889,female,growing,healthy
532,FARM_006,sheep,Rambouillet,3.127597585785191,61.520833105867496,male,dry,healthy
533,FARM_006,sheep,Dorper,5.641330342623957,87.09481634793576,male,lactating,healthy
534,FARM_006,sheep,Rambouillet,5.98834933168959,90.8389733252818,female,lactating,healthy
535,FARM_006,goat,Nubian,6.909150416574855,70.16993038728323,male,dry,healthy
536,FARM_006,cattle,Angus,4.73022743985409,701.5318802276875,female,pregnant,healthy
537,FARM_006,sheep,Merino,2.8819271971699036,81.42170237094994,female,lactating,healthy
538,FARM_006,goat,Alpine,1.7796482336076473,62.403667897735815,male,lactating,healthy
539,FARM_006,goat,Nubian,6.83451999424062,57.952545829864235,female,growing,healthy
540,FARM_006,goat,Boer,5.821108650609606,44.88121977287395,female,pregnant,healthy
541,FARM_006,cattle,Holstein,1.2777211387726521,420.7581198073643,male,lactating,healthy
542,FARM_006,cattle,Angus,2.069869520593648,705.8876565905116,female,pregnant,healthy
543,FARM_006,cattle,Holstein,4.424659388829051,465.2141347726364,female,growing,healthy
544,FARM_006,sheep,Merino,1.1763538977146055,91.94986638590053,female,dry,healthy
545,FARM_006,sheep,Suffolk,4.063629297037425,61.74867024979764,male,lactating,healthy
546,FARM_006,cattle,Holstein,9.703317477305315,420.66748866318443,male,lactating,healthy
547,FARM_006,sheep,Rambouillet,7.730593372881593,85.72053818132991,male,growing,healthy
548,FARM_006,goat,Saanen,5.852739907381231,67.08609649830694,female,pregnant,healthy
549,FARM_006,sheep,Dorper,4.5106082303581365,53.544578794564266,female,growing,minor_illness
550,FARM_006,sheep,Dorper,5.395953678228687,62.3755036570206,female,growing,healthy
551,FARM_006,sheep,Rambouillet,3.147436196654988,67.64792517261783,male,dry,healthy
552,FARM_006,cattle,Hereford,4.640746470164827,427.34128012398344,male,lactating,healthy
553,FARM_006,cattle,Angus,7.097868509531806,428.8444371717741,female,pregnant,healthy
554,FARM_006,cattle,Simmental,8.06375640662992,693.3946985968416,male,dry,healthy
555,FARM_006,sheep,Rambouillet,1.709610282872114,63.892638804485614,female,pregnant,healthy
556,FARM_006,cattle,Jersey,5.051048738273299,790.8416932206294,female,dry,healthy
557,FARM_006,sheep,Merino,6.165194893842243,85.22772140137226,male,lactating,healthy
558,FARM_006,goat,Boer,4.632896015286428,60.671597565126326,male,growing,healthy
559,FARM_006,sheep,Suffolk,5.225460403915625,53.84897335324831,male,pregnant,minor_illness
560,FARM_006,goat,Alpine,1.5524019164948526,63.961783486015264,female,pregnant,healthy
561,FARM_006,sheep,Rambouillet,1.1057747895013252,98.25076847272359,male,pregnant,healthy
562,FARM_006,cattle,Holstein,5.731805976032214,499.8097467352994,female,lactating,healthy
563,FARM_006,goat,Saanen,3.6945084700656805,64.49032603047378,male,dry,minor_illness
564,FARM_006,cattle,Angus,7.950709136488086,650.081907812177,female,lactating,healthy
565,FARM_006,cattle,Holstein,4.470521615790832,774.5068557652876,male,growing,minor_illness
566,FARM_006,sheep,Texel,6.080081372548723,80.86245104243628,female,growing,healthy
567,FARM_006,sheep,Merino,4.4862827513980825,87.1412487453158,female,pregnant,healthy
568,FARM_006,cattle,Holstein,4.90618875437883,503.4846568621764,male,pregnant,healthy
569,FARM_006,sheep,Dorper,5.12617792639288,80.66458424436895,male,lactating,healthy
570,FARM_006,cattle,Holstein,8.365326098332035,420.0074307284449,female,pregnant,healthy
571,FARM_006,cattle,Holstein,1.1423187660966585,430.85806741583275,female,growing,healthy
572,FARM_006,sheep,Dorper,2.5074106696778684,79.85478850933599,female,dry,healthy
573,FARM_006,goat,Saanen,6.309785849083527,55.33136958568805,female,pregnant,healthy
574,FARM_006,sheep,Dorper,5.317485254967788,87.14407468339695,female,pregnant,healthy
575,FARM_006,goat,Saanen,3.5649739021405553,48.2486962033656,male,lactating,healthy
576,FARM_006,cattle,Simmental,6.998167427741522,714.9548107009332,male,dry,healthy
577,FARM_006,goat,Boer,5.232764981700917,57.10405334813349,female,dry,healthy
578,FARM_006,cattle,Hereford,4.774506505002744,600.0320473086331,female,pregnant,healthy
579,FARM_006,cattle,Hereford,6.312093932358034,563.0531431918623,male,dry,healthy
580,FARM_006,goat,Alpine,5.586644368453026,56.38684213503971,female,lactating,healthy
581,FARM_006,sheep,Rambouillet,2.123238299898585,53.52459728215723,female,growing,healthy
582,FARM_006,goat,Boer,5.884754113546971,67.40537239497937,male,growing,healthy
583,FARM_006,goat,Saanen,4.213322889278036,54.27543900684441,male,dry,healthy
584,FARM_006,cattle,Simmental,3.770162485126711,765.5153775493037,female,lactating,healthy
585,FARM_006,sheep,Merino,4.539439073953712,97.05604062668368,male,lactating,healthy
586,FARM_006,cattle,Angus,8.459841486276627,539.5560300167294,male,dry,healthy
587,FARM_006,goat,Alpine,3.068688520435882,58.47373925100442,female,lactating,healthy
588,FARM_006,cattle,Simmental,5.132703103593056,564.4374435521759,female,dry,healthy
589,FARM_006,goat,Toggenburg,1.9917069408577446,40.07968540876281,female,lactating,healthy
590,FARM_006,sheep,Merino,3.416609675689807,70.71004627859152,female,dry,healthy
591,FARM_006,sheep,Suffolk,5.4424747954116635,79.10719037888992,female,lactating,healthy
592,FARM_006,goat,Boer,3.0140429982343577,69.97561811204636,female,growing,recovering
593,FARM_006,cattle,Holstein,4.8604990008712985,616.3620015352324,female,growing,healthy
594,FARM_006,cattle,Simmental,5.501014768689643,564.7832380136408,female,lactating,healthy
595,FARM_006,goat,Toggenburg,5.1797636273043395,59.828150009275646,male,lactating,healthy
596,FARM_006,sheep,Merino,2.4437647968530682,69.5929686594013,male,pregnant,healthy
597,FARM_006,cattle,Simmental,7.988403723859163,644.5346408866587,male,lactating,healthy
598,FARM_006,goat,Toggenburg,4.770558739687522,67.54526517231503,female,growing,healthy
599,FARM_006,cattle,Holstein,5.1854972347057995,749.6682728628105,male,pregnant,healthy
600,FARM_006,sheep,Merino,4.7210417774249525,75.5280897704669,male,dry,healthy
601,FARM_007,goat,Boer,1.0802060995563738,56.38956945771756,male,growing,healthy
602,FARM_007,sheep,Texel,2.2720630525970957,87.154076981569,male,growing,healthy
603,FARM_007,cattle,Simmental,5.054307143235358,605.3472840899663,female,pregnant,healthy
604,FARM_007,cattle,Angus,1.3855379960720193,578.5547561052779,male,dry,healthy
605,FARM_007,goat,Nubian,3.7854311184353495,68.90951008955219,female,pregnant,healthy
606,FARM_007,goat,Boer,5.98820623733182,73.69302018999736,male,growing,healthy
607,FARM_007,sheep,Rambouillet,1.7257500651399353,52.432883183085664,female,growing,healthy
608,FARM_007,sheep,Rambouillet,4.647512333558715,67.51014955453651,female,dry,healthy
609,FARM_007,goat,Toggenburg,2.24345379861327,68.52943472333348,male,pregnant,healthy
610,FARM_007,goat,Nubian,3.3445309139778225,46.3471549475874,female,pregnant,healthy
611,FARM_007,cattle,Jersey,9.00215131546009,631.5227018047763,female,dry,healthy
612,FARM_007,sheep,Rambouillet,6.014779783706693,63.54713491581827,female,growing,healthy
613,FARM_007,cattle,Angus,8.753623365042042,747.4558559293703,female,growing,healthy
614,FARM_007,cattle,Jersey,7.265405306241327,553.1195057745551,female,pregnant,healthy
615,FARM_007,cattle,Holstein,3.376557862243469,775.6273917801166,female,lactating,healthy
616,FARM_007,cattle,Hereford,5.1680324245376035,511.3830185494292,male,growing,healthy
617,FARM_007,sheep,Rambouillet,6.704578099783775,88.90126215723265,male,pregnant,healthy
618,FARM_007,sheep,Rambouillet,6.234870020884503,57.5304051609137,female,lactating,healthy
619,FARM_007,sheep,Rambouillet,7.154300408208734,62.16983416092653,male,growing,healthy
620,FARM_007,sheep,Merino,7.28543430870366,94.4059094467018,female,pregnant,minor_illness
621,FARM_007,cattle,Jersey,8.60384212979706,499.60349444363595,female,lactating,healthy
622,FARM_007,goat,Nubian,6.41856236725923,77.34284333830593,male,growing,healthy
623,FARM_007,goat,Toggenburg,3.794954519338748,62.84649194489444,female,lactating,healthy
624,FARM_007,goat,Nubian,6.350265191216476,73.96716022006817,female,pregnant,healthy
625,FARM_007,cattle,Angus,1.1416862169610928,406.8599127660792,female,dry,healthy
626,FARM_007,goat,Boer,1.0320769651261867,77.53654975432576,male,lactating,healthy
627,FARM_007,goat,Alpine,1.4159699823265885,65.53288959167307,male,pregnant,healthy
628,FARM_007,cattle,Angus,6.209561512320333,627.7937936689016,male,growing,healthy
629,FARM_007,sheep,Texel,4.693742263551865,60.58179492849306,male,lactating,recovering
630,FARM_007,sheep,Merino,4.22816830877737,96.99658959849111,female,pregnant,minor_illness
631,FARM_007,cattle,Jersey,4.261881903542462,745.4565685186465,female,pregnant,minor_illness
632,FARM_007,cattle,Holstein,6.798310512857304,789.6990616579025,female,dry,healthy
633,FARM_007,cattle,Hereford,4.724447187887162,481.6666236672972,female,dry,healthy
634,FARM_007,cattle,Simmental,9.5386995563474,424.2419630859639,female,growing,healthy
635,FARM_007,goat,Boer,3.7214739995370048,58.194897712114724,female,dry,minor_illness
636,FARM_007,sheep,Rambouillet,2.075837299909432,78.63036164410113,female,dry,minor_illness
637,FARM_007,sheep,Dorper,5.149881263556771,67.74623304385051,female,growing,healthy
638,FARM_007,sheep,Merino,5.2479286887809735,94.04865028198287,female,dry,healthy
639,FARM_007,goat,Toggenburg,6.857121849928502,67.33815109630035,male,lactating,healthy
640,FARM_007,goat,Alpine,6.9834273994216165,41.201040213175716,female,lactating,healthy
641,FARM_007,goat,Alpine,3.7900571051585654,73.89551722285495,female,dry,healthy
642,FARM_007,goat,Toggenburg,6.852058800874423,72.67895629087347,female,dry,minor_illness
643,FARM_007,goat,Boer,5.7364565314815135,56.64872235381397,female,dry,healthy
644,FARM_007,sheep,Suffolk,1.5237484363648113,71.9228357625289,female,pregnant,recovering
645,FARM_007,cattle,Hereford,3.5053163349639096,719.3172788836746,female,growing,healthy
646,FARM_007,sheep,Texel,6.786328418517421,68.27978505019834,female,lactating,healthy
647,FARM_007,cattle,Jersey,8.281212762625088,458.7687694335083,female,dry,healthy
648,FARM_007,goat,Saanen,5.975885404754557,68.267021347108,female,growing,healthy
649,FARM_007,sheep,Suffolk,4.5385613227290476,57.20393930065998,male,growing,healthy
650,FARM_007,sheep,Merino,4.092225441463949,99.2117249617217,female,lactating,healthy
