Data	animal	ID	lie	stand	chewing	nothing	inactive	active	highActive
2020-01-28	IT018990163383	3383	809	631	539	901	436	787	217
2020-01-28	IT018990170714	368	871	569	657	783	408	1021	11
2020-01-28	IT018990180200	1200	612	828	653	787	281	1144	15
2020-01-28	IT018990180191	1191	586	854	577	863	381	1019	40
2020-01-28	IT018990191182	2010	728	712	751	689	298	1048	95
2020-01-28	IT018990179930	9930	762	618	636	744	278	975	127
2020-01-28	IT018990180180	1180	571	869	635	805	399	1032	9
2020-01-28	IT018990180192	1192	817	623	638	802	370	839	230
2020-01-28	IT018990144032	69	600	840	550	890	338	943	159
2020-01-28	IT018990162252	258	725	715	647	793	294	1042	104
2020-01-28	IT018990135871	981	955	485	899	541	418	1022	0
2020-01-28	IT018990168062	327	757	683	659	781	381	1054	5
2020-01-28	IT018990180167	1167	900	540	654	786	317	1114	9
2020-01-28	IT018990191192	2020	826	614	863	577	335	1095	10
2020-01-28	IT018990180154	1154	846	594	581	859	432	993	15
2020-01-28	IT018990180185	1185	770	670	481	959	447	973	20
2020-01-28	IT018990163578	3578	505	935	545	895	420	1018	2
2020-01-28	IT018990191173	2003	597	843	745	695	262	1097	81
2020-01-28	IT018990170699	357	805	635	726	714	475	965	0
2020-01-28	IT018990122315	842	852	588	641	799	391	965	84
2020-01-28	IT018990139986	38	733	707	636	804	402	997	41
2020-01-28	IT018990179927	9927	729	711	560	880	302	777	361
2020-01-28	IT018990191177	2005	726	714	671	769	445	995	0
2020-01-28	IT018990180170	1170	842	598	685	755	290	953	197
2020-01-28	IT018990179934	9934	709	731	613	827	266	950	224
2020-01-28	IT018990180174	1174	810	630	732	708	307	1065	68
2020-01-28	IT018990180184	1184	667	773	484	956	330	958	152
2020-01-28	IT018990179911	9911	628	812	613	827	406	984	50
2020-01-28	IT018990180193	1193	897	543	760	680	336	1098	6
2020-01-28	IT018990179933	9933	911	529	827	613	433	1007	0
2020-01-28	IT018990179923	9923	761	679	714	726	362	1053	24
2020-01-28	IT018990191203	2031	699	741	590	850	390	847	203
2020-01-28	IT018990180156	1156	422	1018	686	754	250	1168	22
2020-01-28	IT018990180166	1166	626	814	596	844	453	810	177
2020-01-28	IT018990179941	9941	810	630	653	787	537	903	0
2020-01-28	IT018990180158	1158	914	526	615	825	400	1032	8
2020-01-28	IT018990180163	1163	572	868	926	514	295	1120	25
2020-01-28	IT018990168066	331	903	537	699	741	454	980	6
2020-01-28	IT018990163420	3420	744	696	524	916	338	926	176
2020-01-28	IT018990179947	9947	716	724	685	755	316	1095	29
2020-01-28	IT018990191186	2014	871	569	957	483	345	1095	0
2020-01-28	IT018990191209	2037	872	568	620	820	301	811	328
2020-01-28	IT018990163534	3534	741	519	676	584	360	900	0
2020-01-28	IT018990180159	1159	819	621	532	908	350	856	234
2020-01-28	IT018990191188	2016	889	551	608	832	470	951	19
2020-01-28	IT018990180168	1168	952	488	657	783	388	946	106
2020-01-28	IT018990168081	342	1440	0	0	1440	1440	0	0
2020-01-28	IT018990162248	256	43	17	60	0	0	60	0
2020-01-28	IT018990180171	1171	759	681	639	801	384	1042	14
2020-01-28	IT018990191211	2038	879	561	796	644	427	1007	6
2020-01-28	IT018990191201	2029	759	681	894	546	289	1151	0
2020-01-28	IT018990191205	2033	549	891	701	739	206	1190	44
2020-01-28	IT018990191220	2047	634	806	791	649	287	1073	81
2020-01-28	IT018990179918	9918	841	599	787	653	367	1073	0
2020-01-28	IT018990163542	3542	922	518	516	924	490	888	62
2020-01-28	IT018990179921	9921	893	547	561	879	434	963	43
2020-01-28	IT018990179901	9901	830	610	510	930	539	862	40
2020-01-28	IT018990163564	3564	212	328	302	238	111	423	6
2020-01-28	IT018990179931	9931	721	719	873	567	376	1059	5
2020-01-28	IT018990191172	2000	798	642	697	743	420	1013	7
2020-01-28	IT018990179925	9925	709	731	597	843	412	990	38
2020-01-28	IT018990180152	1152	682	758	551	889	352	1047	41
2020-01-28	IT018990180178	1178	619	821	661	779	367	1014	59
2020-01-28	IT018990191178	2006	703	737	575	865	408	962	70
2020-01-28	IT018990191174	2004	527	913	757	683	352	1088	0
2020-01-28	IT018990179945	9945	759	681	664	776	334	1077	29
2020-01-28	IT018990180186	1186	648	792	617	823	302	1048	90
2020-01-28	IT018990163554	3554	810	630	579	861	426	994	20
2020-01-28	IT018990180181	1181	560	880	587	853	358	1059	23
2020-01-28	IT018990191199	2027	662	778	845	595	269	1169	2
2020-01-28	IT018990179902	9902	664	776	847	593	302	1112	26
2020-01-28	IT018990180161	1161	704	736	614	826	397	1007	36
2020-01-28	IT018990179915	9915	523	917	658	782	196	1119	125
2020-01-28	IT018990180189	1189	762	678	577	863	381	823	237
2020-01-28	IT018990180169	1169	682	758	606	834	346	1034	60
2020-01-28	IT018990180172	1172	839	601	757	683	410	1024	6
2020-01-28	IT018990180165	1165	661	779	494	946	454	594	392
2020-01-28	IT018990163404	3404	786	654	572	868	418	941	81
2020-01-28	IT018990170705	360	616	824	621	819	353	1049	38
2020-01-28	IT018990163925	1285	685	755	627	813	417	1023	0
2020-01-28	IT018990157029	206	740	700	646	794	298	1097	45
2020-01-28	IT018990166601	318	800	640	489	951	552	784	104
2020-01-28	IT018990198237	2073	804	636	613	827	348	1077	15
2020-01-28	IT018990191216	2043	551	889	656	784	186	1120	134
2020-01-28	IT018990195789	2050	574	866	744	696	357	1057	26
2020-01-28	IT018990191191	2018	863	577	654	786	362	1014	64
2020-01-28	IT018990191217	2044	757	683	809	631	251	1170	19
2020-01-28	IT018990191200	2028	959	481	780	660	406	1034	0
2020-01-28	IT018990191219	2046	691	749	729	711	264	877	299
2020-01-28	IT018990195824	2070	765	675	590	850	446	961	32
2020-01-28	IT018990191202	2030	983	457	704	736	408	1026	6
2020-01-28	IT018990191194	2023	717	723	831	609	324	1115	1
2020-01-28	IT018990191212	2039	913	527	557	883	453	944	43
2020-01-28	IT018990203409	2159	603	837	584	856	335	1017	88
2020-01-28	IT018990204675	2171	767	673	609	831	334	952	154
2020-01-28	IT018990204686	2177	680	760	571	869	414	812	214
2020-01-28	IT018990204687	2178	509	931	511	929	319	828	292
2020-01-28	IT018990204708	2185	827	613	540	900	448	939	53
2020-01-28	IT018990206808	2190	496	944	753	687	260	1149	31
2020-01-28	IT018990206813	2193	775	665	834	606	254	1162	24
2020-01-28	IT018990206819	2197	611	829	579	861	236	937	267
2020-01-28	IT018990206821	2199	868	572	536	904	396	856	188
2020-01-28	IT018990206823	2200	1035	405	308	1132	758	667	15
2020-01-28	IT018990206826	2203	888	552	692	748	489	950	1
2020-01-28	IT018990206827	2204	703	737	725	715	293	1082	65
2020-01-28	IT018990209596	2215	595	845	517	923	267	895	278
2020-01-28	IT018990209597	2216	871	569	627	813	320	1075	45
2020-01-28	IT018990209598	2217	557	883	645	795	385	798	256
2020-01-28	IT018990209599	2218	534	906	605	835	341	904	195
2020-01-28	IT018990209611	2222	627	813	679	761	288	993	158
2020-01-28	IT018990209625	2229	793	647	611	829	326	1076	38
2020-01-28	IT018990191208	2036	797	643	670	770	250	1050	140
2020-01-28	IT018990198241	2075	690	750	869	571	284	1141	15
2020-01-28	IT018990198238	2074	763	677	732	708	374	1057	9
2020-01-28	IT018990191218	2045	764	676	563	877	459	839	142
2020-01-28	IT018990191215	2042	815	625	599	841	399	1006	35
2020-01-28	IT018990199336	2118	683	757	702	738	318	1075	48
2020-01-28	IT018990195829	2072	785	655	700	740	308	1108	24
2020-01-28	IT018990191214	2041	737	703	607	833	478	962	0
2020-01-28	IT018990191183	2011	905	535	678	762	340	939	162
2020-01-28	IT018990195790	2051	738	702	616	824	289	844	307
2020-01-28	IT018990199306	2097	803	637	571	869	324	830	286
2020-01-28	IT018990198264	2088	726	714	631	809	391	1025	24
2020-01-28	IT018990198246	2081	726	714	630	810	341	779	319
2020-01-28	IT018990195798	2056	745	695	592	848	405	972	63
2020-01-28	IT018990191179	2007	904	476	598	782	438	929	13
2020-01-28	IT018990199303	2096	862	578	645	795	346	1054	40
2020-01-28	IT018990191184	2012	639	801	645	795	228	1041	171
2020-01-28	IT018990195812	2064	722	718	662	778	304	1088	48
2020-01-28	IT018990201160	2131	833	607	606	834	309	795	336
2020-01-28	IT018990191189	2019	581	859	510	930	343	1050	47
2020-01-28	IT018990195816	2067	667	773	621	819	406	938	96
2020-01-28	IT018990195809	2063	742	698	571	869	423	999	18
2020-01-28	IT018990198240	2077	888	552	616	824	421	981	38
2020-01-28	IT018990198267	2089	689	751	633	807	238	1000	202
2020-01-28	IT018990198250	2083	659	781	591	849	256	880	303
2020-01-28	IT018990195800	2058	396	1044	758	682	248	1164	28
2020-01-28	IT018990199311	2100	766	674	623	817	384	835	221
2020-01-28	IT018990157041	215	672	768	881	559	309	1131	0
2020-01-28	IT018990195818	2068	818	622	523	917	420	983	37
2020-01-28	IT018990199333	2115	701	739	684	756	168	911	361
2020-01-28	IT018990199349	2125	715	725	530	910	337	1005	98
2020-01-28	IT018990199337	2119	394	1046	624	816	308	839	293
2020-01-28	IT018990198269	2091	671	769	629	811	375	964	101
2020-01-28	IT018990198256	2086	722	718	682	758	317	1119	4
2020-01-28	IT018990198247	2082	721	719	425	1015	488	812	141
2020-01-28	IT018990199319	2104	658	782	659	781	299	1046	95
2020-01-28	IT018990198244	2079	842	598	679	761	321	1037	82
2020-01-28	IT018990198278	2094	720	720	594	846	244	892	305
2020-01-28	IT018990199341	2121	636	804	556	884	326	1049	65
2020-01-28	IT018990199328	2110	664	776	626	814	256	709	475
2020-01-28	IT018990195828	2071	839	601	669	771	381	988	71
2020-01-28	IT018990199346	2124	852	588	532	908	427	895	118
2020-01-28	IT018990199334	2116	715	725	522	918	349	854	237
2020-01-28	IT018990201152	2127	539	901	611	829	278	1010	152
2020-01-28	IT018990199343	2105	736	704	744	696	369	1059	12
2020-01-28	IT018990201164	2133	696	744	649	791	336	966	138
2020-01-28	IT018990191213	2040	837	603	820	620	419	1014	7
2020-01-28	IT018990199318	2103	641	799	641	799	384	797	259
2020-01-28	IT018990201166	2134	763	677	589	851	359	863	218
2020-01-28	IT018990195808	2062	721	719	602	838	390	1025	25
2020-01-28	IT018990195814	2065	681	759	584	856	280	761	399
2020-01-28	IT018990159705	237	850	590	645	795	506	932	2
2020-01-28	IT018990195788	2049	562	878	695	745	212	912	316
2020-01-28	IT018990198281	2095	687	753	713	727	232	931	277
2020-01-28	IT018990199312	2101	647	793	526	914	304	1050	86
2020-01-28	IT018990199323	2108	120	0	0	120	120	0	0
2020-01-28	IT018990199327	2109	559	881	611	829	166	969	305
2020-01-28	IT018990199340	2120	656	784	601	839	331	1051	58
2020-01-28	IT018990199345	2123	680	760	572	868	275	975	190
2020-01-28	IT018990201163	2132	817	623	547	893	408	830	201
2020-01-28	IT018990201165	2135	583	857	664	776	285	911	244
2020-01-28	IT018990201172	2136	616	824	593	847	304	877	258
2020-01-28	IT018990201173	2137	707	733	581	859	404	962	73
2020-01-28	IT018990201175	2139	769	671	697	743	506	706	228
2020-01-28	IT018990201180	2140	878	562	660	780	373	1028	39
2020-01-28	IT018990203366	2142	766	674	615	825	348	973	119
2020-01-28	IT018990203367	2143	560	880	563	877	335	915	190
2020-01-28	IT018990203372	2144	695	745	576	864	404	973	63
2020-01-28	IT018990203373	2145	754	686	666	774	329	982	129
2020-01-28	IT018990203374	2146	617	823	507	933	373	800	269
2020-01-28	IT018990203386	2149	746	694	616	824	249	1087	104
2020-01-28	IT018990203387	2150	809	631	663	777	306	1110	24
2020-01-28	IT018990203390	2151	900	540	788	652	358	1064	18
2020-01-28	IT018990203394	2153	863	577	671	769	309	1122	9
2020-01-28	IT018990203404	2154	740	700	574	866	408	1021	11
2020-01-28	IT018990203405	2155	659	781	582	858	370	1007	63
2020-01-28	IT018990203406	2156	602	838	613	827	231	905	305
2020-01-28	IT018990203407	2157	744	696	576	864	352	876	212
2020-01-28	IT018990204662	2162	636	804	560	880	297	866	277
2020-01-28	IT018990204666	2163	786	654	713	727	330	1072	38
2020-01-28	IT018990204667	2164	414	1026	456	984	270	733	439
2020-01-28	IT018990204669	2166	788	652	669	771	356	1042	42
2020-01-28	IT018990204671	2168	864	576	648	792	360	1057	23
2020-01-28	IT018990204679	2172	751	689	524	916	311	865	264
2020-01-28	IT018990204682	2173	704	736	568	872	348	1061	31
2020-01-28	IT018990204683	2174	599	841	650	790	285	1143	12
2020-01-28	IT018990204684	2175	669	771	539	901	352	819	269
2020-01-28	IT018990204685	2176	678	762	591	849	372	975	93
2020-01-28	IT018990204698	2179	590	850	608	832	254	893	294
2020-01-28	IT018990204700	2181	3	117	63	57	2	66	53
2020-01-28	IT018990204709	2184	458	982	490	950	156	1004	279
2020-01-28	IT018990204711	2186	806	634	664	776	367	906	167
2020-01-28	IT018990206806	2189	617	823	616	824	363	1013	64
2020-01-28	IT018990206810	2192	763	677	685	755	329	924	186
2020-01-28	IT018990206825	2202	822	618	604	836	343	1050	47
2020-01-28	IT018990206845	2211	624	816	578	862	233	929	278
2020-01-28	IT018990206846	2212	577	863	569	871	278	656	505
2020-01-28	IT018990206847	2213	340	1100	648	792	156	988	296
2020-01-28	IT018990209614	2225	763	677	716	724	368	1045	27
2020-01-28	IT018990209636	2231	452	988	546	894	155	931	354
2020-01-28	IT018990209639	2232	637	803	624	816	263	1062	115
2020-01-28	IT018990212592	2235	534	906	642	798	269	1033	138
2020-01-28	IT018990212594	2237	685	755	596	844	269	790	381
2020-01-28	IT018990212604	2240	715	725	631	809	315	1019	106
2020-01-28	IT018990212609	2245	617	823	670	770	320	1095	25
2020-01-28	IT018990212612	2248	814	626	864	576	301	1115	24
2020-01-28	IT018990212616	2249	884	556	628	812	368	1055	17
2020-01-28	IT018990212618	2251	693	747	643	797	255	903	281
2020-01-28	IT018990212619	2252	755	685	692	748	361	1006	73
2020-01-28	IT018990212620	2253	669	771	707	733	274	1063	104
2020-01-28	IT018990212630	2257	750	690	672	768	375	1051	14
2020-01-28	IT018990212631	2258	604	836	643	797	313	815	312
2020-01-28	IT018990212640	2261	530	910	658	782	204	911	325
2020-01-28	IT018990213352	2264	557	883	749	691	360	1063	17
2020-01-28	IT018990213354	2265	706	734	675	765	312	1042	86
2020-01-28	IT018990213356	2267	923	517	625	815	453	972	15
2020-01-28	IT018990213360	2269	611	829	625	815	339	957	144
2020-01-28	IT018990213364	2273	465	975	601	839	271	1003	166
2020-01-28	IT018990213367	2276	611	829	614	826	260	1082	98
2020-01-28	IT018990213377	2279	722	718	616	824	409	811	220
2020-01-28	IT018990216742	2320	0	60	0	60	0	11	49
2020-01-28	IT018990216743	2321	815	625	544	896	347	882	211
2020-01-28	IT018990216752	2325	636	804	525	915	316	782	342
2020-01-28	IT018990216754	2327	717	723	400	1040	408	721	312
2020-01-28	IT018990216765	2332	634	806	472	968	377	659	404
2020-01-28	IT018990216769	2336	1200	0	0	1200	1200	0	0
2020-01-28	IT018990216770	2337	582	858	604	836	265	842	332
2020-01-28	IT018990216780	2343	0	120	5	115	0	13	107
2020-01-28	IT018990219417	2368	0	120	0	120	0	0	120
2020-01-28	IT018990219434	2377	0	60	0	60	0	5	55
2020-01-29	IT018990139961	20	889	551	628	812	400	1040	0
2020-01-29	IT018990139970	26	927	513	674	766	556	880	4
2020-01-29	IT018990141387	55	665	775	622	818	442	880	118
2020-01-29	IT018990141393	59	867	573	592	848	462	969	9
2020-01-29	IT018990144071	82	601	839	756	684	407	1033	0
2020-01-29	IT018990144072	83	730	710	595	845	354	914	172
2020-01-29	IT018990144073	84	769	671	835	605	351	1086	3
2020-01-29	IT018990144078	89	1182	258	544	896	751	688	1
2020-01-29	IT018990148384	95	1200	0	0	1200	1200	0	0
2020-01-29	IT018990149163	119	689	751	710	730	415	971	54
2020-01-29	IT018990149171	125	676	764	716	724	408	1027	5
2020-01-29	IT018990149186	136	875	565	632	808	379	1058	3
2020-01-29	IT018990149202	146	714	726	522	918	420	964	56
2020-01-29	IT018990151448	155	767	673	662	778	551	889	0
2020-01-29	IT018990151453	157	762	678	566	874	314	1112	14
2020-01-29	IT018990151462	163	1008	372	436	944	656	698	26
2020-01-29	IT018990151477	174	877	563	662	778	479	959	2
2020-01-29	IT018990153994	184	656	784	552	888	376	1054	10
2020-01-29	IT018990157025	203	539	901	595	845	479	959	2
2020-01-29	IT018990157066	226	629	811	765	675	488	952	0
2020-01-29	IT018990159685	231	684	756	634	806	523	912	5
2020-01-29	IT018990159701	235	675	765	408	1032	534	893	13
2020-01-29	IT018990159704	236	936	504	656	784	419	1003	18
2020-01-29	IT018990162225	242	750	690	693	747	392	1043	5
2020-01-29	IT018990162239	252	796	644	748	692	395	1044	1
2020-01-29	IT018990162265	264	792	648	810	630	441	999	0
2020-01-29	IT018990162270	266	466	974	908	532	323	1115	2
2020-01-29	IT018990163896	269	865	575	555	885	435	1002	3
2020-01-29	IT018990163900	270	822	618	586	854	468	942	30
2020-01-29	IT018990163901	271	798	642	527	913	573	864	3
2020-01-29	IT018990163914	279	843	597	580	860	442	978	20
2020-01-29	IT018990163917	280	742	698	539	901	504	918	18
2020-01-29	IT018990163920	283	641	799	700	740	340	1069	31
2020-01-29	IT018990163935	293	734	706	515	925	427	881	132
2020-01-29	IT018990163938	294	536	904	538	902	409	1011	20
2020-01-29	IT018990166563	296	887	553	482	958	525	892	23
2020-01-29	IT018990166573	300	898	542	522	918	430	983	27
2020-01-29	IT018990166577	303	905	535	603	837	586	854	0
2020-01-29	IT018990166580	306	636	804	588	852	302	850	288
2020-01-29	IT018990166586	310	841	599	459	981	477	683	280
2020-01-29	IT018990166587	311	830	610	719	721	293	1141	6
2020-01-29	IT018990166588	312	756	684	940	500	387	1050	3
2020-01-29	IT018990166609	326	735	705	487	953	442	795	204
2020-01-29	IT018990168073	334	1018	422	680	760	533	904	3
2020-01-29	IT018990168077	338	441	819	368	892	313	834	113
2020-01-29	IT018990170712	366	523	917	758	682	308	1132	0
2020-01-29	IT018990106878	698	771	669	531	909	444	762	236
2020-01-29	IT018990120502	822	864	576	503	937	591	848	1
2020-01-29	IT018990122362	872	1032	408	701	739	512	925	3
2020-01-29	IT018990128605	911	761	679	634	806	365	897	178
2020-01-29	IT018990131966	948	954	486	736	704	453	987	0
2020-01-29	IT018990135842	968	643	797	531	909	330	948	162
2020-01-29	IT018990137088	990	1067	373	453	987	707	733	0
2020-01-29	IT018990163382	3382	607	833	725	715	320	1049	71
2020-01-29	IT018990163384	3384	654	786	591	849	317	1061	61
2020-01-29	IT018990163386	3386	686	754	596	844	291	1118	31
2020-01-29	IT018990163394	3394	603	837	500	940	358	1052	30
2020-01-29	IT018990163399	3399	699	741	487	953	382	1056	2
2020-01-29	IT018990163409	3409	651	789	671	769	389	1040	11
2020-01-29	IT018990163415	3415	686	754	609	831	334	1042	64
2020-01-29	IT018990163416	3416	599	841	652	788	310	1118	12
2020-01-29	IT018990163419	3419	747	693	622	818	390	1044	6
2020-01-29	IT018990163430	3430	679	761	497	943	545	829	66
2020-01-29	IT018990163537	3537	576	864	848	592	359	1081	0
2020-01-29	IT018990163539	3539	760	680	731	709	357	1069	14
2020-01-29	IT018990163541	3541	714	726	563	877	472	963	5
2020-01-29	IT018990163544	3544	888	552	727	713	367	1073	0
2020-01-29	IT018990163546	3546	752	688	613	827	346	1079	15
2020-01-29	IT018990163552	3552	677	763	659	781	350	1056	34
2020-01-29	IT018990163555	3555	971	469	683	757	484	923	33
2020-01-29	IT018990163562	3562	522	918	868	572	298	1142	0
2020-01-29	IT018990163431	3431	661	779	562	878	329	926	185
2020-01-29	IT018990179917	9917	810	630	515	925	408	817	215
2020-01-29	IT018990163560	3560	1440	0	0	1440	1440	0	0
2020-01-29	IT018990163551	3551	704	736	535	905	409	943	88
2020-01-29	IT018990163571	3571	713	727	631	809	318	1062	60
2020-01-29	IT018990179906	9906	914	526	777	663	396	1032	12
2020-01-29	IT018990162232	246	835	605	669	771	472	968	0
2020-01-29	IT018990168063	328	745	695	572	868	341	1080	19
2020-01-29	IT018990163905	275	842	598	541	899	398	934	108
2020-01-29	IT018990148426	114	874	566	599	841	417	986	37
2020-01-29	IT018990153983	180	714	726	656	784	365	938	138
2020-01-29	IT018990163581	3581	812	628	640	800	378	1043	19
2020-01-29	IT018990163556	3556	676	764	443	997	409	972	59
2020-01-29	IT018990179926	9926	836	604	450	990	547	755	138
2020-01-29	IT018990179913	9913	781	659	760	680	440	993	7
2020-01-29	IT018990179909	9909	754	686	650	790	262	934	245
2020-01-29	IT018990179905	9905	844	596	679	761	479	961	0
2020-01-29	IT018990163566	3566	746	694	751	689	332	1104	4
2020-01-29	IT018990168094	347	689	751	619	821	225	1133	82
2020-01-29	IT018990179938	9938	515	925	465	975	265	1003	172
2020-01-29	IT018990168092	345	936	504	602	838	357	1064	19
2020-01-29	IT018990170710	364	478	962	489	951	379	1026	35
2020-01-29	IT018990179935	9935	793	647	552	888	443	909	88
2020-01-29	IT018990179904	9904	709	731	577	863	284	983	173
2020-01-29	IT018990135881	986	823	617	644	796	439	922	79
2020-01-29	IT018990151460	161	939	501	844	596	354	1078	8
2020-01-29	IT018990148427	115	821	619	596	844	344	1053	43
2020-01-29	IT018990168102	353	868	572	592	848	366	1070	4
2020-01-29	IT018990166589	313	877	563	578	862	382	864	194
2020-01-29	IT018990151455	159	1067	373	595	845	538	883	19
2020-01-29	IT018990163411	3411	553	887	743	697	336	1067	37
2020-01-29	IT018990170698	1356	665	775	578	862	292	1074	75
2020-01-29	IT018990168096	349	924	516	681	759	415	1025	0
2020-01-29	IT018990168099	352	725	715	703	737	358	1082	0
2020-01-29	IT018990163410	3410	678	762	529	911	331	900	209
2020-01-29	IT018990180190	1190	717	723	671	769	394	1022	24
2020-01-29	IT018990157056	223	710	730	730	710	357	1058	25
2020-01-29	IT018990159690	234	590	850	511	929	475	955	10
2020-01-29	IT018990163392	3392	451	989	579	861	242	789	409
2020-01-29	IT018990163396	3396	897	543	472	968	512	900	28
2020-01-29	IT018990180176	1176	615	825	636	804	247	870	324
2020-01-29	IT018990163573	3573	650	790	579	861	357	999	85
2020-01-29	IT018990179950	9950	869	571	556	884	459	980	1
2020-01-29	IT018990144040	72	712	728	658	782	450	990	0
2020-01-29	IT018990153996	186	779	661	759	681	471	962	7
2020-01-29	IT018990180155	1155	479	961	719	721	201	1092	146
2020-01-29	IT018990163383	3383	779	661	579	861	332	947	161
2020-01-29	IT018990170714	368	831	609	598	842	375	1061	4
2020-01-29	IT018990180200	1200	561	879	580	860	271	1144	25
2020-01-29	IT018990180191	1191	604	836	593	847	375	998	67
2020-01-29	IT018990191182	2010	707	733	636	804	342	974	123
2020-01-29	IT018990179930	9930	741	699	597	843	284	1037	120
2020-01-29	IT018990180180	1180	549	891	644	796	390	1037	13
2020-01-29	IT018990180192	1192	762	678	659	781	255	978	206
2020-01-29	IT018990144032	69	558	882	554	886	394	876	171
2020-01-29	IT018990162252	258	766	674	645	795	343	992	105
2020-01-29	IT018990135871	981	925	515	887	553	373	1063	4
2020-01-29	IT018990168062	327	853	587	619	821	383	1046	11
2020-01-29	IT018990180167	1167	830	610	553	887	403	1028	9
2020-01-29	IT018990191192	2020	763	677	923	517	247	1181	12
2020-01-29	IT018990180154	1154	767	673	503	937	387	1022	31
2020-01-29	IT018990180185	1185	603	837	533	907	305	1072	63
2020-01-29	IT018990163578	3578	472	968	505	935	372	1040	28
2020-01-29	IT018990191173	2003	529	911	690	750	207	1019	214
2020-01-29	IT018990170699	357	679	761	676	764	387	1053	0
2020-01-29	IT018990122315	842	815	625	648	792	314	1085	41
2020-01-29	IT018990139986	38	749	691	683	757	381	1012	47
2020-01-29	IT018990179927	9927	678	762	512	928	257	798	385
2020-01-29	IT018990191177	2005	657	783	575	865	462	971	7
2020-01-29	IT018990180170	1170	781	659	548	892	383	747	310
2020-01-29	IT018990179934	9934	785	655	645	795	321	906	213
2020-01-29	IT018990180174	1174	654	786	622	818	318	1039	83
2020-01-29	IT018990180184	1184	790	650	521	919	457	973	10
2020-01-29	IT018990179911	9911	533	907	698	742	302	1077	60
2020-01-29	IT018990180193	1193	862	578	772	668	328	1097	15
2020-01-29	IT018990179933	9933	1003	437	809	631	382	1055	3
2020-01-29	IT018990179923	9923	722	718	735	705	349	1065	26
2020-01-29	IT018990191203	2031	761	679	600	840	356	867	218
2020-01-29	IT018990180156	1156	582	858	659	781	288	1114	38
2020-01-29	IT018990180166	1166	650	790	522	918	505	702	232
2020-01-29	IT018990179941	9941	727	713	693	747	509	927	4
2020-01-29	IT018990180158	1158	918	522	603	837	442	998	0
2020-01-29	IT018990180163	1163	536	904	899	541	329	1111	0
2020-01-29	IT018990168066	331	799	641	710	730	380	1057	3
2020-01-29	IT018990163420	3420	681	759	519	921	290	950	201
2020-01-29	IT018990179947	9947	709	731	651	789	423	1016	1
2020-01-29	IT018990191186	2014	946	494	940	500	401	1039	0
2020-01-29	IT018990191209	2037	840	600	611	829	250	836	354
2020-01-29	IT018990163534	3534	637	803	802	638	285	1155	0
2020-01-29	IT018990180159	1159	789	651	600	840	310	936	194
2020-01-29	IT018990191188	2016	807	633	713	727	339	1077	23
2020-01-29	IT018990180168	1168	817	623	641	799	302	994	144
2020-01-29	IT018990168081	342	1320	0	0	1320	1320	0	0
2020-01-29	IT018990180171	1171	670	770	693	747	297	1130	13
2020-01-29	IT018990191211	2038	770	670	773	667	404	1030	6
2020-01-29	IT018990191201	2029	733	707	874	566	319	1121	0
2020-01-29	IT018990191205	2033	498	942	691	749	278	1107	56
2020-01-29	IT018990191220	2047	655	785	737	703	374	955	112
2020-01-29	IT018990179918	9918	886	554	687	753	501	935	4
2020-01-29	IT018990163542	3542	966	474	393	1047	598	756	87
2020-01-29	IT018990179921	9921	847	593	564	876	448	970	22
2020-01-29	IT018990179901	9901	652	788	552	888	398	982	60
2020-01-29	IT018990163564	3564	175	125	142	158	68	232	0
2020-01-29	IT018990179931	9931	678	762	862	578	314	1116	10
2020-01-29	IT018990191172	2000	641	799	588	852	411	1001	28
2020-01-29	IT018990179925	9925	701	739	590	850	408	951	81
2020-01-29	IT018990180152	1152	685	755	530	910	362	1035	43
2020-01-29	IT018990180178	1178	520	920	668	772	301	1104	35
2020-01-29	IT018990191178	2006	650	790	566	874	313	1043	84
2020-01-29	IT018990191174	2004	532	908	677	763	307	1109	24
2020-01-29	IT018990179945	9945	849	591	626	814	414	1023	3
2020-01-29	IT018990180186	1186	643	797	683	757	233	1122	85
2020-01-29	IT018990163554	3554	788	652	542	898	472	939	29
2020-01-29	IT018990180181	1181	545	895	510	930	354	1061	25
2020-01-29	IT018990191199	2027	666	774	799	641	266	1153	21
2020-01-29	IT018990179902	9902	686	754	881	559	303	1072	65
2020-01-29	IT018990180161	1161	616	824	602	838	389	1032	19
2020-01-29	IT018990179915	9915	571	869	572	868	259	1046	135
2020-01-29	IT018990180189	1189	844	596	567	873	368	855	217
2020-01-29	IT018990180169	1169	656	784	508	932	390	985	65
2020-01-29	IT018990180172	1172	771	669	670	770	422	1006	12
2020-01-29	IT018990180165	1165	543	897	528	912	387	616	438
2020-01-29	IT018990163404	3404	688	752	609	831	338	971	131
2020-01-29	IT018990170705	360	520	920	587	853	333	1102	5
2020-01-29	IT018990163925	1285	745	695	670	770	457	980	3
2020-01-29	IT018990157029	206	807	633	653	787	378	1037	25
2020-01-29	IT018990166601	318	758	682	432	1008	526	789	125
2020-01-29	IT018990198237	2073	749	691	548	892	390	1044	6
2020-01-29	IT018990191216	2043	587	853	694	746	191	1136	113
2020-01-29	IT018990195789	2050	550	890	699	741	332	1070	38
2020-01-29	IT018990191191	2018	714	726	707	733	295	1061	84
2020-01-29	IT018990191217	2044	818	622	740	700	269	1128	43
2020-01-29	IT018990191200	2028	809	631	836	604	332	1102	6
